product_id,product_name,product_category,product_weight_g,product_volume_cm3,price_inr,fragility_level,temperature_sensitivity,moisture_sensitivity,shelf_life_days,packaging_format,current_packaging_material
PRD0448,Maggi Noodles 30 g,Food,30,29.82,83.6,Medium,Low,Medium,7,Pouch,LDPE Plastic
PRD0449,Sugar Face Cream 500 g,Cosmetics,500,531.69,1786.25,High,Low,Low,720,Tube,HDPE Plastic
PRD0450,Samsung Mobile Phone 100 g,Electronics,100,92.87,233.28,High,Low,Low,7,Box,Corrugated Cardboard
PRD0451,Maggi Noodles 1000 g,Food,1000,1028.51,2514.5,Medium,Low,Medium,7,Pouch,LDPE Plastic
PRD0452,Pears Body Wash 30 g,Personal Care,30,33.23,102.83,Medium,Low,Low,1825,Bottle,HDPE Plastic
PRD0453,Sugar Face Cream 30 g,Cosmetics,30,29.34,39.84,High,Low,Low,1825,Tube,HDPE Plastic
PRD0454,Maggi Noodles 1000 g,Food,1000,1072.05,3316.56,Medium,Low,Medium,1825,Pouch,LDPE Plastic
PRD0455,Milky Mist Buttermilk 200 g,Dairy,200,254.11,350.79,Medium,High,Medium,720,Pouch,HDPE Plastic
PRD0456,Mi Laptop 2000 g,Electronics,2000,2359.3,4274.03,High,Low,Low,365,Box,Corrugated Cardboard
PRD0457,Lizol Floor Cleaner 30 g,Home Care,30,35.37,35.08,Medium,Low,Low,1825,Bottle,HDPE Plastic
PRD0458,Sugar Face Cream 1000 g,Cosmetics,1000,1278.29,1132.68,High,Low,Low,7,Tube,HDPE Plastic
PRD0459,Amul Milk 200 g,Dairy,200,235.52,294.55,Medium,High,Medium,365,Pouch,HDPE Plastic
PRD0460,Sugar Face Cream 100 g,Cosmetics,100,116.42,209.81,High,Low,Low,720,Tube,HDPE Plastic
PRD0461,Maaza Mango Drink 200 g,Beverages,200,243.61,414.73,Medium,Low,Low,1825,Bottle,PET Plastic
PRD0462,Benadryl Cough Syrup 500 g,Healthcare,500,647.45,448.97,Medium,High,Low,720,Bottle,HDPE Plastic
PRD0463,Dabur Face Wash 500 g,Personal Care,500,465,1443.77,Medium,Low,Low,240,Bottle,HDPE Plastic
PRD0464,Dolo Syrup 400 g,Healthcare,400,364.15,1369.71,Medium,High,Low,30,Bottle,HDPE Plastic
PRD0465,Maaza Mango Drink 500 g,Beverages,500,639.79,1589.01,Medium,Low,Low,180,Bottle,PET Plastic
PRD0466,Mi Smartphone 2000 g,Electronics,2000,2663.07,8032.56,High,Low,Low,180,Box,Corrugated Cardboard
PRD0467,Britannia Cheese 60 g,Dairy,60,63.95,155.79,Medium,High,Medium,30,Pouch,HDPE Plastic
PRD0468,Britannia Curd 2000 g,Dairy,2000,2012.07,1985.75,Medium,High,Medium,1825,Pouch,HDPE Plastic
PRD0469,Coca-Cola Soft Drink 30 g,Beverages,30,38.7,119.83,Medium,Low,Low,30,Bottle,PET Plastic
PRD0470,Dolo Tablet Pack 30 g,Healthcare,30,39.08,40.86,Medium,High,Low,7,Bottle,HDPE Plastic
PRD0471,Britannia Butter 500 g,Dairy,500,474.39,712.17,Medium,High,Medium,720,Pouch,HDPE Plastic
PRD0472,Dolo Tablet Pack 500 g,Healthcare,500,610.54,1630.9,Medium,High,Low,240,Bottle,HDPE Plastic
PRD0473,Sugar Face Cream 200 g,Cosmetics,200,259.21,670.2,High,Low,Low,7,Tube,HDPE Plastic
PRD0474,Milky Mist Buttermilk 1000 g,Dairy,1000,1249.21,3495.47,Medium,High,Medium,7,Pouch,HDPE Plastic
PRD0475,Sugar Face Cream 60 g,Cosmetics,60,82.71,263.47,High,Low,Low,365,Tube,HDPE Plastic
PRD0476,Dolo Syrup 200 g,Healthcare,200,248.54,269.47,Medium,High,Low,720,Bottle,HDPE Plastic
PRD0477,Maggi Noodles 60 g,Food,60,64.48,95.76,Medium,Low,Medium,30,Pouch,LDPE Plastic
PRD0478,Maggi Noodles 30 g,Food,30,30.97,31.65,Medium,Low,Medium,7,Pouch,LDPE Plastic
PRD0479,Coca-Cola Soft Drink 1000 g,Beverages,1000,1294.76,4322.13,Medium,Low,Low,180,Bottle,PET Plastic
PRD0480,Pears Soap 2000 g,Personal Care,2000,2343.97,5661.19,Medium,Low,Low,720,Bottle,HDPE Plastic
PRD0481,Benadryl Cough Syrup 1000 g,Healthcare,1000,1059.13,2350.85,Medium,High,Low,30,Bottle,HDPE Plastic
PRD0482,Benadryl Cough Syrup 100 g,Healthcare,100,134.9,314.94,Medium,High,Low,30,Bottle,HDPE Plastic
PRD0483,Surf Excel Detergent 200 g,Home Care,200,262.56,650.94,Medium,Low,Low,7,Bottle,HDPE Plastic
PRD0484,Head & Shoulders Shampoo 1000 g,Personal Care,1000,1247.09,2000.18,Medium,Low,Low,720,Bottle,HDPE Plastic
PRD0485,HP Laptop 2000 g,Electronics,2000,2771.61,1606.9,High,Low,Low,720,Box,Corrugated Cardboard
PRD0486,HP Laptop 1000 g,Electronics,1000,1017.22,3129.2,High,Low,Low,720,Box,Corrugated Cardboard
PRD0487,Benadryl Cough Syrup 1000 g,Healthcare,1000,1387.97,1785.72,Medium,High,Low,720,Bottle,HDPE Plastic
PRD0488,Sugar Face Cream 400 g,Cosmetics,400,412.46,1564.71,High,Low,Low,1825,Tube,HDPE Plastic
PRD0489,Lakme Foundation 100 g,Cosmetics,100,93.29,360.18,High,Low,Low,180,Tube,HDPE Plastic
PRD0490,Coca-Cola Soft Drink 500 g,Beverages,500,509.66,718.85,Medium,Low,Low,1825,Bottle,PET Plastic
PRD0491,Mi Smartphone 500 g,Electronics,500,545.32,1939.42,High,Low,Low,1825,Box,Corrugated Cardboard
PRD0492,Dolo Tablet Pack 100 g,Healthcare,100,125.13,218.8,Medium,High,Low,180,Bottle,HDPE Plastic
PRD0493,Lakme Compact 60 g,Cosmetics,60,62.25,112.49,High,Low,Low,240,Tube,HDPE Plastic
PRD0494,Nestlé Namkeen 100 g,Food,100,127.94,135.46,Medium,Low,Medium,720,Pouch,LDPE Plastic
PRD0495,Britannia Cheese 200 g,Dairy,200,242.27,547.31,Medium,High,Medium,1825,Pouch,HDPE Plastic
PRD0496,Benadryl Cough Syrup 200 g,Healthcare,200,180.08,352.15,Medium,High,Low,365,Bottle,HDPE Plastic
PRD0497,Britannia Curd 400 g,Dairy,400,543.38,698.32,Medium,High,Medium,180,Pouch,HDPE Plastic
PRD0498,Mi Laptop 60 g,Electronics,60,60.05,141.94,High,Low,Low,1825,Box,Corrugated Cardboard
PRD0499,Surf Excel Detergent 30 g,Home Care,30,37.76,65.71,Medium,Low,Low,7,Bottle,HDPE Plastic
PRD0500,Vim Dishwash Liquid 400 g,Home Care,400,430.47,890.33,Medium,Low,Low,365,Bottle,HDPE Plastic
