"product_name","sector","main_packaging_material","material_name","material_suitability_score"
"Protein powder tub","Food","PCR PET jar + paper label","Sisal Fiber Wraps","16.2"
"Protein powder tub","Food","PCR PET jar + paper label","Abaca (Manila Hemp) Sheets","17.1"
"Protein powder tub","Food","PCR PET jar + paper label","Kapok Fiber Cushions","13.9"
"Protein powder tub","Food","PCR PET jar + paper label","Pineapple Leaf Fibers (Piña)","15.1"
"Protein powder tub","Food","PCR PET jar + paper label","Coffee Husk Composites","14.7"
"Protein powder tub","Food","PCR PET jar + paper label","Olive Stone Fillers","16.7"
"Protein powder tub","Food","PCR PET jar + paper label","Date Palm Composites","17.2"
"Protein powder tub","Food","PCR PET jar + paper label","Avocado Seed Bioplastics","12.9"
"Protein powder tub","Food","PCR PET jar + paper label","Mushroom Root (Mycelium Variants)","13.3"
"Protein powder tub","Food","PCR PET jar + paper label","Agar-Agar Films (Seaweed Binder)","13.2"
"Protein powder tub","Food","PCR PET jar + paper label","Wheat Bran Sheets","18.3"
"Protein powder tub","Food","PCR PET jar + paper label","Barley Straw Pulp","19.0"
"Protein powder tub","Food","PCR PET jar + paper label","Maize Cob Composites","16.7"
"Protein powder tub","Food","PCR PET jar + paper label","Potato Starch Foams","15.8"
"Protein powder tub","Food","PCR PET jar + paper label","Sugarcane Pulp Trays","17.7"
"Protein powder tub","Food","PCR PET jar + paper label","Apple Pomace Films","14.8"
"Protein powder tub","Food","PCR PET jar + paper label","Bamboo Leaf Sheets","15.2"
"Protein powder tub","Food","PCR PET jar + paper label","Reed Fiber Padding","16.6"
"Protein powder tub","Food","PCR PET jar + paper label","Esparto Grass Composites","15.8"
"Protein powder tub","Food","PCR PET jar + paper label","Typha (Cattail) Fiber","15.3"
"Protein powder tub","Food","PCR PET jar + paper label","Kenaf Fiber Molded","17.2"
"Protein powder tub","Food","PCR PET jar + paper label","Ramie Fiber Bags","16.5"
"Protein powder tub","Food","PCR PET jar + paper label","Coir Pith Blocks","16.7"
"Protein powder tub","Food","PCR PET jar + paper label","Areca Palm Leaf Plates","14.3"
"Protein powder tub","Food","PCR PET jar + paper label","Sal Leaf Plates","15.2"
"Protein powder tub","Food","PCR PET jar + paper label","Sago Palm Starch Films","15.8"
"Protein powder tub","Food","PCR PET jar + paper label","Jackfruit Seed Bioplastics","13.2"
"Protein powder tub","Food","PCR PET jar + paper label","Durian Rind Composites","15.1"
"Protein powder tub","Food","PCR PET jar + paper label","Mango Seed Coatings","15.0"
"Protein powder tub","Food","PCR PET jar + paper label","Papaya Leaf Fibers","15.8"
"Protein powder tub","Food","PCR PET jar + paper label","Guava Pomace Fillers","16.3"
"Protein powder tub","Food","PCR PET jar + paper label","Lentil Hull Composites","16.7"
"Protein powder tub","Food","PCR PET jar + paper label","Chickpea Straw Pulp","17.7"
"Protein powder tub","Food","PCR PET jar + paper label","Soybean Hull Sheets","16.7"
"Protein powder tub","Food","PCR PET jar + paper label","Alginate Films (Brown Algae)","13.2"
"Protein powder tub","Food","PCR PET jar + paper label","Carrageenan Wraps (Red Algae)","13.4"
"Protein powder tub","Food","PCR PET jar + paper label","Fucoidan-Based Trays","13.7"
"Protein powder tub","Food","PCR PET jar + paper label","Pectin Films (Fruit-Derived)","13.8"
"Protein powder tub","Food","PCR PET jar + paper label","Bacterial Cellulose Sheets","14.1"
"Protein powder tub","Food","PCR PET jar + paper label","Pullulan Films (Fungal)","13.4"
"Protein powder tub","Food","PCR PET jar + paper label","Xanthan Gum Coatings","13.2"
"Protein powder tub","Food","PCR PET jar + paper label","Guar Gum Composites","14.5"
"Protein powder tub","Food","PCR PET jar + paper label","Orange Peel Composites","14.8"
"Protein powder tub","Food","PCR PET jar + paper label","Lemon Peel Films","13.9"
"Protein powder tub","Food","PCR PET jar + paper label","Pomegranate Rind Trays","15.1"
"Protein powder tub","Food","PCR PET jar + paper label","Grape Pomace Fillers","15.6"
"Protein powder tub","Food","PCR PET jar + paper label","Tomato Skin Sheets","14.8"
"Protein powder tub","Food","PCR PET jar + paper label","Onion Peel Composites","15.8"
"Protein powder tub","Food","PCR PET jar + paper label","Garlic Husk Padding","15.2"
"Protein powder tub","Food","PCR PET jar + paper label","Eggshell Calcium Composites","17.1"
"Protein powder tub","Food","PCR PET jar + paper label","Crab Shell Chitin Films","13.6"
"Protein powder tub","Food","PCR PET jar + paper label","Shrimp Shell Chitosan Trays","14.0"
"Protein powder tub","Food","PCR PET jar + paper label","Fish Scale Bioplastics","12.2"
"Protein powder tub","Food","PCR PET jar + paper label","Feather Keratin Foams","12.4"
"Protein powder tub","Food","PCR PET jar + paper label","Wool Fiber Padding","18.7"
"Protein powder tub","Food","PCR PET jar + paper label","Silk Cocoons Composites","13.2"
"Protein powder tub","Food","PCR PET jar + paper label","Casein (Milk Protein) Films","13.9"
"Protein powder tub","Food","PCR PET jar + paper label","Gelatin-Based Wraps","14.3"
"Protein powder tub","Food","PCR PET jar + paper label","Collagen Sheets","14.2"
"Protein powder tub","Food","PCR PET jar + paper label","Lignin Foams (Wood Extract)","12.7"
"Protein powder tub","Food","PCR PET jar + paper label","Hemicellulose Films","13.7"
"Protein powder tub","Food","PCR PET jar + paper label","Glucomannan Noodles/Padding","14.4"
"Protein powder tub","Food","PCR PET jar + paper label","Locust Bean Gum Trays","14.2"
"Protein powder tub","Food","PCR PET jar + paper label","Konjac Glucomannan Films","14.2"
"Protein powder tub","Food","PCR PET jar + paper label","Fungal Keratinase Composites","13.3"
"Protein powder tub","Food","PCR PET jar + paper label","Bacterial Nanocellulose Foams","14.1"
"Protein powder tub","Food","PCR PET jar + paper label","Pha From Bacteria (Films)","15.2"
"Protein powder tub","Food","PCR PET jar + paper label","Phb Bottles/Trays","15.6"
"Protein powder tub","Food","PCR PET jar + paper label","Polyhydroxybutyrate Composites","15.8"
"Protein powder tub","Food","PCR PET jar + paper label","Spider Silk-Inspired Synthetics","13.9"
"Protein powder tub","Food","PCR PET jar + paper label","Nettle Fiber Bags","16.7"
"Protein powder tub","Food","PCR PET jar + paper label","Willow Bark Composites","16.6"
"Pet food pouch","Food","Recyclable polyethylene film","Recycled Cardboard / Paperboard","20.2"
"Pet food pouch","Food","Recyclable polyethylene film","Molded Pulp (Recycled Paper Fiber)","19.7"
"Pet food pouch","Food","Recyclable polyethylene film","Kraft Paper Wraps, Paper Padding","20.8"
"Pet food pouch","Food","Recyclable polyethylene film","Starch-Based Foams/Peanuts","15.3"
"Pet food pouch","Food","Recyclable polyethylene film","Mycelium-Based Molded Packaging","13.7"
"Pet food pouch","Food","Recyclable polyethylene film","Bagasse, Wheat-Straw, Other Agri Fibers","17.2"
"Pet food pouch","Food","Recyclable polyethylene film","Pla Bioplastic (Films, Rigid)","13.2"
"Pet food pouch","Food","Recyclable polyethylene film","Other Compostable Bioplastics (Pha, Pbs)","14.2"
"Pet food pouch","Food","Recyclable polyethylene film","Cellulose / Seaweed Bio-Films","13.8"
"Pet food pouch","Food","Recyclable polyethylene film","Pcr Pet (Bottles, Trays)","-3.4"
"Pet food pouch","Food","Recyclable polyethylene film","Pcr Hdpe/Ldpe","-3.9"
"Pet food pouch","Food","Recyclable polyethylene film","Glass (Bottles, Jars, Vials)","-0.4"
"Pet food pouch","Food","Recyclable polyethylene film","Aluminium Cans / Tins","-0.5"
"Pet food pouch","Food","Recyclable polyethylene film","Bamboo (Components, Shells)","15.6"
"Pet food pouch","Food","Recyclable polyethylene film","Cork, Wood, Wood-Composites","17.6"
"Pet food pouch","Food","Recyclable polyethylene film","Cotton/Jute Textile Bags","20.2"
"Pet food pouch","Food","Recyclable polyethylene film","Hemp Fiber Molded Packaging","17.1"
"Pet food pouch","Food","Recyclable polyethylene film","Sugarcane Bagasse Sheets","17.7"
"Pet food pouch","Food","Recyclable polyethylene film","Rice Husk Composites","14.7"
"Pet food pouch","Food","Recyclable polyethylene film","Chitin/Chitosan Films (Mushroom/Shell)","13.2"
"Pet food pouch","Food","Recyclable polyethylene film","Recycled Steel Tins","-1.0"
"Pet food pouch","Food","Recyclable polyethylene film","Pcr Pp (Polypropylene) Trays","-5.0"
"Pet food pouch","Food","Recyclable polyethylene film","Beeswax-Coated Paper","14.8"
"Pet food pouch","Food","Recyclable polyethylene film","Seaweed-Based Rigid Trays","13.8"
"Pet food pouch","Food","Recyclable polyethylene film","Newspaper Honeycomb Inserts","19.6"
"Pet food pouch","Food","Recyclable polyethylene film","Algae-Based Plastics","12.7"
"Pet food pouch","Food","Recyclable polyethylene film","Cellophane Films","16.3"
"Pet food pouch","Food","Recyclable polyethylene film","Cornstarch-Based Bioplastic Trays","16.7"
"Pet food pouch","Food","Recyclable polyethylene film","Coconut Coir Padding","16.2"
"Pet food pouch","Food","Recyclable polyethylene film","Palm Leaf Trays","14.7"
"Pet food pouch","Food","Recyclable polyethylene film","Banana Fiber Composites","15.7"
"Pet food pouch","Food","Recyclable polyethylene film","Cassava Starch Foams","14.9"
"Pet food pouch","Food","Recyclable polyethylene film","Beet Pulp Molded Pulp","17.1"
"Pet food pouch","Food","Recyclable polyethylene film","Carrot Pulp Trays","14.8"
"Pet food pouch","Food","Recyclable polyethylene film","Tapioca-Based Films","16.2"
"Pet food pouch","Food","Recyclable polyethylene film","Corn Cob Fillers","16.8"
"Pet food pouch","Food","Recyclable polyethylene film","Peanut Shell Composites","14.7"
"Pet food pouch","Food","Recyclable polyethylene film","Sorghum Stalk Padding","15.9"
"Pet food pouch","Food","Recyclable polyethylene film","Flax Fiber Bags","17.2"
"Pet food pouch","Food","Recyclable polyethylene film","Sisal Fiber Wraps","16.2"
"Pet food pouch","Food","Recyclable polyethylene film","Abaca (Manila Hemp) Sheets","17.1"
"Pet food pouch","Food","Recyclable polyethylene film","Kapok Fiber Cushions","13.9"
"Pet food pouch","Food","Recyclable polyethylene film","Pineapple Leaf Fibers (Piña)","15.1"
"Pet food pouch","Food","Recyclable polyethylene film","Coffee Husk Composites","14.7"
"Pet food pouch","Food","Recyclable polyethylene film","Olive Stone Fillers","16.7"
"Pet food pouch","Food","Recyclable polyethylene film","Date Palm Composites","17.2"
"Pet food pouch","Food","Recyclable polyethylene film","Avocado Seed Bioplastics","12.9"
"Pet food pouch","Food","Recyclable polyethylene film","Mushroom Root (Mycelium Variants)","13.3"
"Pet food pouch","Food","Recyclable polyethylene film","Agar-Agar Films (Seaweed Binder)","13.2"
"Pet food pouch","Food","Recyclable polyethylene film","Wheat Bran Sheets","18.3"
"Pet food pouch","Food","Recyclable polyethylene film","Barley Straw Pulp","19.0"
"Pet food pouch","Food","Recyclable polyethylene film","Maize Cob Composites","16.7"
"Pet food pouch","Food","Recyclable polyethylene film","Potato Starch Foams","15.8"
"Pet food pouch","Food","Recyclable polyethylene film","Sugarcane Pulp Trays","17.7"
"Pet food pouch","Food","Recyclable polyethylene film","Apple Pomace Films","14.8"
"Pet food pouch","Food","Recyclable polyethylene film","Bamboo Leaf Sheets","15.2"
"Pet food pouch","Food","Recyclable polyethylene film","Reed Fiber Padding","16.6"
"Pet food pouch","Food","Recyclable polyethylene film","Esparto Grass Composites","15.8"
"Pet food pouch","Food","Recyclable polyethylene film","Typha (Cattail) Fiber","15.3"
"Pet food pouch","Food","Recyclable polyethylene film","Kenaf Fiber Molded","17.2"
"Pet food pouch","Food","Recyclable polyethylene film","Ramie Fiber Bags","16.5"
"Pet food pouch","Food","Recyclable polyethylene film","Coir Pith Blocks","16.7"
"Pet food pouch","Food","Recyclable polyethylene film","Areca Palm Leaf Plates","14.3"
"Pet food pouch","Food","Recyclable polyethylene film","Sal Leaf Plates","15.2"
"Pet food pouch","Food","Recyclable polyethylene film","Sago Palm Starch Films","15.8"
"Pet food pouch","Food","Recyclable polyethylene film","Jackfruit Seed Bioplastics","13.2"
"Pet food pouch","Food","Recyclable polyethylene film","Durian Rind Composites","15.1"
"Pet food pouch","Food","Recyclable polyethylene film","Mango Seed Coatings","15.0"
"Pet food pouch","Food","Recyclable polyethylene film","Papaya Leaf Fibers","15.8"
"Pet food pouch","Food","Recyclable polyethylene film","Guava Pomace Fillers","16.3"
"Pet food pouch","Food","Recyclable polyethylene film","Lentil Hull Composites","16.7"
"Pet food pouch","Food","Recyclable polyethylene film","Chickpea Straw Pulp","17.7"
"Pet food pouch","Food","Recyclable polyethylene film","Soybean Hull Sheets","16.7"
"Pet food pouch","Food","Recyclable polyethylene film","Alginate Films (Brown Algae)","13.2"
"Pet food pouch","Food","Recyclable polyethylene film","Carrageenan Wraps (Red Algae)","13.4"
"Pet food pouch","Food","Recyclable polyethylene film","Fucoidan-Based Trays","13.7"
"Pet food pouch","Food","Recyclable polyethylene film","Pectin Films (Fruit-Derived)","13.8"
"Pet food pouch","Food","Recyclable polyethylene film","Bacterial Cellulose Sheets","14.1"
"Pet food pouch","Food","Recyclable polyethylene film","Pullulan Films (Fungal)","13.4"
"Pet food pouch","Food","Recyclable polyethylene film","Xanthan Gum Coatings","13.2"
"Pet food pouch","Food","Recyclable polyethylene film","Guar Gum Composites","14.5"
"Pet food pouch","Food","Recyclable polyethylene film","Orange Peel Composites","14.8"
"Pet food pouch","Food","Recyclable polyethylene film","Lemon Peel Films","13.9"
"Pet food pouch","Food","Recyclable polyethylene film","Pomegranate Rind Trays","15.1"
"Pet food pouch","Food","Recyclable polyethylene film","Grape Pomace Fillers","15.6"
"Pet food pouch","Food","Recyclable polyethylene film","Tomato Skin Sheets","14.8"
"Pet food pouch","Food","Recyclable polyethylene film","Onion Peel Composites","15.8"
"Pet food pouch","Food","Recyclable polyethylene film","Garlic Husk Padding","15.2"
"Pet food pouch","Food","Recyclable polyethylene film","Eggshell Calcium Composites","17.1"
"Pet food pouch","Food","Recyclable polyethylene film","Crab Shell Chitin Films","13.6"
"Pet food pouch","Food","Recyclable polyethylene film","Shrimp Shell Chitosan Trays","14.0"
"Pet food pouch","Food","Recyclable polyethylene film","Fish Scale Bioplastics","12.2"
"Pet food pouch","Food","Recyclable polyethylene film","Feather Keratin Foams","12.4"
"Pet food pouch","Food","Recyclable polyethylene film","Wool Fiber Padding","18.7"
"Pet food pouch","Food","Recyclable polyethylene film","Silk Cocoons Composites","13.2"
"Pet food pouch","Food","Recyclable polyethylene film","Casein (Milk Protein) Films","13.9"
"Pet food pouch","Food","Recyclable polyethylene film","Gelatin-Based Wraps","14.3"
"Pet food pouch","Food","Recyclable polyethylene film","Collagen Sheets","14.2"
"Pet food pouch","Food","Recyclable polyethylene film","Lignin Foams (Wood Extract)","12.7"
"Pet food pouch","Food","Recyclable polyethylene film","Hemicellulose Films","13.7"
"Pet food pouch","Food","Recyclable polyethylene film","Glucomannan Noodles/Padding","14.4"
"Pet food pouch","Food","Recyclable polyethylene film","Locust Bean Gum Trays","14.2"
"Pet food pouch","Food","Recyclable polyethylene film","Konjac Glucomannan Films","14.2"
"Pet food pouch","Food","Recyclable polyethylene film","Fungal Keratinase Composites","13.3"
"Pet food pouch","Food","Recyclable polyethylene film","Bacterial Nanocellulose Foams","14.1"
"Pet food pouch","Food","Recyclable polyethylene film","Pha From Bacteria (Films)","15.2"
"Pet food pouch","Food","Recyclable polyethylene film","Phb Bottles/Trays","15.6"
"Pet food pouch","Food","Recyclable polyethylene film","Polyhydroxybutyrate Composites","15.8"
"Pet food pouch","Food","Recyclable polyethylene film","Spider Silk-Inspired Synthetics","13.9"
"Pet food pouch","Food","Recyclable polyethylene film","Nettle Fiber Bags","16.7"
"Pet food pouch","Food","Recyclable polyethylene film","Willow Bark Composites","16.6"
"Ice cream pint","Food","Coated paper tub + lid","Recycled Cardboard / Paperboard","20.2"
"Ice cream pint","Food","Coated paper tub + lid","Molded Pulp (Recycled Paper Fiber)","19.7"
"Ice cream pint","Food","Coated paper tub + lid","Kraft Paper Wraps, Paper Padding","20.8"
"Ice cream pint","Food","Coated paper tub + lid","Starch-Based Foams/Peanuts","15.3"
"Ice cream pint","Food","Coated paper tub + lid","Mycelium-Based Molded Packaging","13.7"
"Ice cream pint","Food","Coated paper tub + lid","Bagasse, Wheat-Straw, Other Agri Fibers","17.2"
"Ice cream pint","Food","Coated paper tub + lid","Pla Bioplastic (Films, Rigid)","13.2"
"Ice cream pint","Food","Coated paper tub + lid","Other Compostable Bioplastics (Pha, Pbs)","14.2"
"Ice cream pint","Food","Coated paper tub + lid","Cellulose / Seaweed Bio-Films","13.8"
"Ice cream pint","Food","Coated paper tub + lid","Pcr Pet (Bottles, Trays)","-3.4"
"Ice cream pint","Food","Coated paper tub + lid","Pcr Hdpe/Ldpe","-3.9"
"Ice cream pint","Food","Coated paper tub + lid","Glass (Bottles, Jars, Vials)","-0.4"
"Ice cream pint","Food","Coated paper tub + lid","Aluminium Cans / Tins","-0.5"
"Ice cream pint","Food","Coated paper tub + lid","Bamboo (Components, Shells)","15.6"
"Ice cream pint","Food","Coated paper tub + lid","Cork, Wood, Wood-Composites","17.6"
"Ice cream pint","Food","Coated paper tub + lid","Cotton/Jute Textile Bags","20.2"
"Ice cream pint","Food","Coated paper tub + lid","Hemp Fiber Molded Packaging","17.1"
"Ice cream pint","Food","Coated paper tub + lid","Sugarcane Bagasse Sheets","17.7"
"Ice cream pint","Food","Coated paper tub + lid","Rice Husk Composites","14.7"
"Ice cream pint","Food","Coated paper tub + lid","Chitin/Chitosan Films (Mushroom/Shell)","13.2"
"Ice cream pint","Food","Coated paper tub + lid","Recycled Steel Tins","-1.0"
"Ice cream pint","Food","Coated paper tub + lid","Pcr Pp (Polypropylene) Trays","-5.0"
"Ice cream pint","Food","Coated paper tub + lid","Beeswax-Coated Paper","14.8"
"Ice cream pint","Food","Coated paper tub + lid","Seaweed-Based Rigid Trays","13.8"
"Ice cream pint","Food","Coated paper tub + lid","Newspaper Honeycomb Inserts","19.6"
"Ice cream pint","Food","Coated paper tub + lid","Algae-Based Plastics","12.7"
"Ice cream pint","Food","Coated paper tub + lid","Cellophane Films","16.3"
"Ice cream pint","Food","Coated paper tub + lid","Cornstarch-Based Bioplastic Trays","16.7"
"Ice cream pint","Food","Coated paper tub + lid","Coconut Coir Padding","16.2"
"Ice cream pint","Food","Coated paper tub + lid","Palm Leaf Trays","14.7"
"Ice cream pint","Food","Coated paper tub + lid","Banana Fiber Composites","15.7"
"Ice cream pint","Food","Coated paper tub + lid","Cassava Starch Foams","14.9"
"Ice cream pint","Food","Coated paper tub + lid","Beet Pulp Molded Pulp","17.1"
"Ice cream pint","Food","Coated paper tub + lid","Carrot Pulp Trays","14.8"
"Ice cream pint","Food","Coated paper tub + lid","Tapioca-Based Films","16.2"
"Ice cream pint","Food","Coated paper tub + lid","Corn Cob Fillers","16.8"
"Ice cream pint","Food","Coated paper tub + lid","Peanut Shell Composites","14.7"
"Ice cream pint","Food","Coated paper tub + lid","Sorghum Stalk Padding","15.9"
"Ice cream pint","Food","Coated paper tub + lid","Flax Fiber Bags","17.2"
"Ice cream pint","Food","Coated paper tub + lid","Sisal Fiber Wraps","16.2"
"Ice cream pint","Food","Coated paper tub + lid","Abaca (Manila Hemp) Sheets","17.1"
"Ice cream pint","Food","Coated paper tub + lid","Kapok Fiber Cushions","13.9"
"Ice cream pint","Food","Coated paper tub + lid","Pineapple Leaf Fibers (Piña)","15.1"
"Ice cream pint","Food","Coated paper tub + lid","Coffee Husk Composites","14.7"
"Ice cream pint","Food","Coated paper tub + lid","Olive Stone Fillers","16.7"
"Ice cream pint","Food","Coated paper tub + lid","Date Palm Composites","17.2"
"Ice cream pint","Food","Coated paper tub + lid","Avocado Seed Bioplastics","12.9"
"Ice cream pint","Food","Coated paper tub + lid","Mushroom Root (Mycelium Variants)","13.3"
"Ice cream pint","Food","Coated paper tub + lid","Agar-Agar Films (Seaweed Binder)","13.2"
"Ice cream pint","Food","Coated paper tub + lid","Wheat Bran Sheets","18.3"
"Ice cream pint","Food","Coated paper tub + lid","Barley Straw Pulp","19.0"
"Ice cream pint","Food","Coated paper tub + lid","Maize Cob Composites","16.7"
"Ice cream pint","Food","Coated paper tub + lid","Potato Starch Foams","15.8"
"Ice cream pint","Food","Coated paper tub + lid","Sugarcane Pulp Trays","17.7"
"Ice cream pint","Food","Coated paper tub + lid","Apple Pomace Films","14.8"
"Ice cream pint","Food","Coated paper tub + lid","Bamboo Leaf Sheets","15.2"
"Ice cream pint","Food","Coated paper tub + lid","Reed Fiber Padding","16.6"
"Ice cream pint","Food","Coated paper tub + lid","Esparto Grass Composites","15.8"
"Ice cream pint","Food","Coated paper tub + lid","Typha (Cattail) Fiber","15.3"
"Ice cream pint","Food","Coated paper tub + lid","Kenaf Fiber Molded","17.2"
"Ice cream pint","Food","Coated paper tub + lid","Ramie Fiber Bags","16.5"
"Ice cream pint","Food","Coated paper tub + lid","Coir Pith Blocks","16.7"
"Ice cream pint","Food","Coated paper tub + lid","Areca Palm Leaf Plates","14.3"
"Ice cream pint","Food","Coated paper tub + lid","Sal Leaf Plates","15.2"
"Ice cream pint","Food","Coated paper tub + lid","Sago Palm Starch Films","15.8"
"Ice cream pint","Food","Coated paper tub + lid","Jackfruit Seed Bioplastics","13.2"
"Ice cream pint","Food","Coated paper tub + lid","Durian Rind Composites","15.1"
"Ice cream pint","Food","Coated paper tub + lid","Mango Seed Coatings","15.0"
"Ice cream pint","Food","Coated paper tub + lid","Papaya Leaf Fibers","15.8"
"Ice cream pint","Food","Coated paper tub + lid","Guava Pomace Fillers","16.3"
"Ice cream pint","Food","Coated paper tub + lid","Lentil Hull Composites","16.7"
"Ice cream pint","Food","Coated paper tub + lid","Chickpea Straw Pulp","17.7"
"Ice cream pint","Food","Coated paper tub + lid","Soybean Hull Sheets","16.7"
"Ice cream pint","Food","Coated paper tub + lid","Alginate Films (Brown Algae)","13.2"
"Ice cream pint","Food","Coated paper tub + lid","Carrageenan Wraps (Red Algae)","13.4"
"Ice cream pint","Food","Coated paper tub + lid","Fucoidan-Based Trays","13.7"
"Ice cream pint","Food","Coated paper tub + lid","Pectin Films (Fruit-Derived)","13.8"
"Ice cream pint","Food","Coated paper tub + lid","Bacterial Cellulose Sheets","14.1"
"Ice cream pint","Food","Coated paper tub + lid","Pullulan Films (Fungal)","13.4"
"Ice cream pint","Food","Coated paper tub + lid","Xanthan Gum Coatings","13.2"
"Ice cream pint","Food","Coated paper tub + lid","Guar Gum Composites","14.5"
"Ice cream pint","Food","Coated paper tub + lid","Orange Peel Composites","14.8"
"Ice cream pint","Food","Coated paper tub + lid","Lemon Peel Films","13.9"
"Ice cream pint","Food","Coated paper tub + lid","Pomegranate Rind Trays","15.1"
"Ice cream pint","Food","Coated paper tub + lid","Grape Pomace Fillers","15.6"
"Ice cream pint","Food","Coated paper tub + lid","Tomato Skin Sheets","14.8"
"Ice cream pint","Food","Coated paper tub + lid","Onion Peel Composites","15.8"
"Ice cream pint","Food","Coated paper tub + lid","Garlic Husk Padding","15.2"
"Ice cream pint","Food","Coated paper tub + lid","Eggshell Calcium Composites","17.1"
"Ice cream pint","Food","Coated paper tub + lid","Crab Shell Chitin Films","13.6"
"Ice cream pint","Food","Coated paper tub + lid","Shrimp Shell Chitosan Trays","14.0"
"Ice cream pint","Food","Coated paper tub + lid","Fish Scale Bioplastics","12.2"
"Ice cream pint","Food","Coated paper tub + lid","Feather Keratin Foams","12.4"
"Ice cream pint","Food","Coated paper tub + lid","Wool Fiber Padding","18.7"
"Ice cream pint","Food","Coated paper tub + lid","Silk Cocoons Composites","13.2"
"Ice cream pint","Food","Coated paper tub + lid","Casein (Milk Protein) Films","13.9"
"Ice cream pint","Food","Coated paper tub + lid","Gelatin-Based Wraps","14.3"
"Ice cream pint","Food","Coated paper tub + lid","Collagen Sheets","14.2"
"Ice cream pint","Food","Coated paper tub + lid","Lignin Foams (Wood Extract)","12.7"
"Ice cream pint","Food","Coated paper tub + lid","Hemicellulose Films","13.7"
"Ice cream pint","Food","Coated paper tub + lid","Glucomannan Noodles/Padding","14.4"
"Ice cream pint","Food","Coated paper tub + lid","Locust Bean Gum Trays","14.2"
"Ice cream pint","Food","Coated paper tub + lid","Konjac Glucomannan Films","14.2"
"Ice cream pint","Food","Coated paper tub + lid","Fungal Keratinase Composites","13.3"
"Ice cream pint","Food","Coated paper tub + lid","Bacterial Nanocellulose Foams","14.1"
"Ice cream pint","Food","Coated paper tub + lid","Pha From Bacteria (Films)","15.2"
"Ice cream pint","Food","Coated paper tub + lid","Phb Bottles/Trays","15.6"
"Ice cream pint","Food","Coated paper tub + lid","Polyhydroxybutyrate Composites","15.8"
"Ice cream pint","Food","Coated paper tub + lid","Spider Silk-Inspired Synthetics","13.9"
"Ice cream pint","Food","Coated paper tub + lid","Nettle Fiber Bags","16.7"
"Ice cream pint","Food","Coated paper tub + lid","Willow Bark Composites","16.6"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Recycled Cardboard / Paperboard","20.2"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Molded Pulp (Recycled Paper Fiber)","19.7"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Kraft Paper Wraps, Paper Padding","20.8"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Starch-Based Foams/Peanuts","15.3"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Mycelium-Based Molded Packaging","13.7"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Bagasse, Wheat-Straw, Other Agri Fibers","17.2"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Pla Bioplastic (Films, Rigid)","13.2"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Other Compostable Bioplastics (Pha, Pbs)","14.2"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Cellulose / Seaweed Bio-Films","13.8"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Pcr Pet (Bottles, Trays)","-3.4"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Pcr Hdpe/Ldpe","-3.9"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Glass (Bottles, Jars, Vials)","-0.4"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Aluminium Cans / Tins","-0.5"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Bamboo (Components, Shells)","15.6"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Cork, Wood, Wood-Composites","17.6"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Cotton/Jute Textile Bags","20.2"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Hemp Fiber Molded Packaging","17.1"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Sugarcane Bagasse Sheets","17.7"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Rice Husk Composites","14.7"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Chitin/Chitosan Films (Mushroom/Shell)","13.2"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Recycled Steel Tins","-1.0"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Pcr Pp (Polypropylene) Trays","-5.0"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Beeswax-Coated Paper","14.8"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Seaweed-Based Rigid Trays","13.8"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Newspaper Honeycomb Inserts","19.6"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Algae-Based Plastics","12.7"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Cellophane Films","16.3"
