Material_Type,Strength,Weight_Capacity,Product_Category,Fragility_Level,Shipping_Type,Recyclability_Percentage,Biodegradability_Score,CO2_Emission_Score,Cost_Per_Unit,CO2_Impact_Index,Cost_Efficiency_Index,Material_Suitability_Score
din 16mncr5,900,18.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,50.0,4.692660550458716
din 20mncr5,980,19.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,54.44444444444444,5.06697247706422
din 54sicr6,1370,27.400000000000002,electronics,High,International,65.0,0.4,200.0,18.0,1.0,76.11111111111111,6.891743119266056
din 15mo3,440,8.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,24.444444444444443,2.540366972477064
din 13crmo4,450,9.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,25.0,2.5871559633027523
din wtst52-3,490,9.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,27.22222222222222,2.7743119266055043
din 25crmo4,800,16.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,44.44444444444444,4.224770642201835
din 34crmo4,900,18.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,50.0,4.692660550458716
din 42crmo4,1000,20.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,55.55555555555556,5.160550458715596
din 41crmo4,980,19.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,54.44444444444444,5.06697247706422
din 49crmo4,880,17.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,48.888888888888886,4.599082568807339
din 30crv9,800,16.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,44.44444444444444,4.224770642201835
din 42crv6,980,19.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,54.44444444444444,5.06697247706422
din 42crv6,980,19.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,54.44444444444444,5.06697247706422
din 50crv4,1370,27.400000000000002,electronics,High,International,65.0,0.4,200.0,18.0,1.0,76.11111111111111,6.891743119266056
din 10crmo9-10,480,9.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,26.666666666666668,2.7275229357798167
din 41cralmo7,930,18.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,51.666666666666664,4.8330275229357795
din 32crmo12,1230,24.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,68.33333333333333,6.236697247706422
din 31crmo12,1000,20.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,55.55555555555556,5.160550458715596
din 17crnimo6,1080,21.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,60.0,5.534862385321101
din 10ni14,490,9.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,27.22222222222222,2.7743119266055043
din 34crnimo6,1100,22.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,61.111111111111114,5.628440366972477
din 30crnimo8,1250,25.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,69.44444444444444,6.330275229357798
din 12ni19,530,10.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,29.444444444444443,2.961467889908257
din x8ni9,680,13.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,37.77777777777778,3.663302752293578
din x6cr13,400,8.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,22.22222222222222,2.353211009174312
din x6cr17,450,9.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,25.0,2.5871559633027523
din x10cr13,600,12.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,33.333333333333336,3.2889908256880735
din x20cr13,650,13.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,36.111111111111114,3.522935779816514
din x30cr13,800,16.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,44.44444444444444,4.224770642201835
din x45crsi93,900,18.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,50.0,4.692660550458716
din x6cral13,400,8.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,22.22222222222222,2.353211009174312
din x20crni172,750,15.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,41.666666666666664,3.9908256880733943
din x85crmov182,1000,20.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,55.55555555555556,5.160550458715596
din x5crni1810,500,10.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,27.77777777777778,2.8211009174311927
din x10crnis189,500,10.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,27.77777777777778,2.8211009174311927
din x6crniti1810,500,10.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,27.77777777777778,2.8211009174311927
din x2crni1911,460,9.200000000000001,electronics,High,International,65.0,0.4,200.0,18.0,1.0,25.555555555555557,2.6339449541284408
din x2crnin1810,550,11.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,30.555555555555557,3.055045871559633
din x5crnimo17122,510,10.200000000000001,electronics,High,International,65.0,0.4,200.0,18.0,1.0,28.333333333333332,2.8678899082568807
din x6crnimoti17122,500,10.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,27.77777777777778,2.8211009174311927
din x2crnimo17132,490,9.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,27.22222222222222,2.7743119266055043
din x2crnimo18143,490,9.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,27.22222222222222,2.7743119266055043
din x5crnimo17133,510,10.200000000000001,electronics,High,International,65.0,0.4,200.0,18.0,1.0,28.333333333333332,2.8678899082568807
din x2crnimon17122,580,11.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,32.22222222222222,3.1954128440366976
din x2crnimon17133,580,11.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,32.22222222222222,3.1954128440366976
din x2crnimon17135,580,11.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,32.22222222222222,3.1954128440366976
din x8crmnni188,590,11.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,32.77777777777778,3.242201834862385
din x53crmnnin219,950,19.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,52.77777777777778,4.926605504587156
din gg - 15,150,3.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,8.333333333333334,1.18348623853211
din gg - 20,200,4.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,11.11111111111111,1.4174311926605505
din gg - 25,250,5.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,13.88888888888889,1.651376146788991
din gg - 30,300,6.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,16.666666666666668,1.885321100917431
din gg - 35,350,7.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,19.444444444444443,2.1192660550458715
din ggg - 50,500,10.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,27.77777777777778,2.8211009174311927
din ggg - 60,600,12.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,33.333333333333336,3.2889908256880735
din ggg - 70,700,14.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,38.888888888888886,3.756880733944954
din ggg - 80,800,16.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,44.44444444444444,4.224770642201835
din gts - 40,400,8.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,22.22222222222222,2.353211009174312
din gts - 50,500,10.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,27.77777777777778,2.8211009174311927
bs 230m07,430,8.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,23.88888888888889,2.4935779816513763
bs 212m36,635,12.700000000000001,electronics,High,International,65.0,0.4,200.0,18.0,1.0,35.27777777777778,3.4527522935779817
bs cr3gp,280,5.6000000000000005,electronics,High,International,65.0,0.4,200.0,18.0,1.0,15.555555555555555,1.7917431192660551
bs cr2pl,280,5.6000000000000005,electronics,High,International,65.0,0.4,200.0,18.0,1.0,15.555555555555555,1.7917431192660551
bs cr4gp,280,5.6000000000000005,electronics,High,International,65.0,0.4,200.0,18.0,1.0,15.555555555555555,1.7917431192660551
bs cew2bk,420,8.4,electronics,High,International,65.0,0.4,200.0,18.0,1.0,23.333333333333332,2.446788990825688
bs cfs3nbk,360,7.2,electronics,High,International,65.0,0.4,200.0,18.0,1.0,20.0,2.1660550458715595
bs grade 360,360,7.2,electronics,High,International,65.0,0.4,200.0,18.0,1.0,20.0,2.1660550458715595
bs cew3bk,450,9.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,25.0,2.5871559633027523
bs 40b,340,6.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,18.88888888888889,2.0724770642201835
bs 40c,340,6.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,18.88888888888889,2.0724770642201835
bs grade 430,410,8.2,electronics,High,International,65.0,0.4,200.0,18.0,1.0,22.77777777777778,2.4000000000000004
bs 43b,430,8.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,23.88888888888889,2.4935779816513763
bs cfs6nbk,460,9.200000000000001,electronics,High,International,65.0,0.4,200.0,18.0,1.0,25.555555555555557,2.6339449541284408
bs 43d,430,8.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,23.88888888888889,2.4935779816513763
bs 50b,490,9.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,27.22222222222222,2.7743119266055043
bs 50c,490,9.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,27.22222222222222,2.7743119266055043
bs 50d,490,9.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,27.22222222222222,2.7743119266055043
bs cfs8nbk,540,10.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,30.0,3.0082568807339447
bs cew5bk,600,12.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,33.333333333333336,3.2889908256880735
bs 55c,550,11.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,30.555555555555557,3.055045871559633
bs 55e,550,11.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,30.555555555555557,3.055045871559633
bs 070m26,490,9.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,27.22222222222222,2.7743119266055043
bs 080m30,550,11.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,30.555555555555557,3.055045871559633
bs 080m36,625,12.5,electronics,High,International,65.0,0.4,200.0,18.0,1.0,34.72222222222222,3.4059633027522938
bs 080a35,625,12.5,electronics,High,International,65.0,0.4,200.0,18.0,1.0,34.72222222222222,3.4059633027522938
bs 080m40,625,12.5,electronics,High,International,65.0,0.4,200.0,18.0,1.0,34.72222222222222,3.4059633027522938
bs 080m46,625,12.5,electronics,High,International,65.0,0.4,200.0,18.0,1.0,34.72222222222222,3.4059633027522938
bs 060a47,700,14.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,38.888888888888886,3.756880733944954
bs 080m50,625,12.5,electronics,High,International,65.0,0.4,200.0,18.0,1.0,34.72222222222222,3.4059633027522938
bs 060a57,775,15.5,electronics,High,International,65.0,0.4,200.0,18.0,1.0,43.05555555555556,4.1077981651376145
bs 070m55,775,15.5,electronics,High,International,65.0,0.4,200.0,18.0,1.0,43.05555555555556,4.1077981651376145
bs 150m19,550,11.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,30.555555555555557,3.055045871559633
bs 251a58,1300,26.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,72.22222222222223,6.564220183486238
bs 530a36,700,14.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,38.888888888888886,3.756880733944954
bs 530m40,775,15.5,electronics,High,International,65.0,0.4,200.0,18.0,1.0,43.05555555555556,4.1077981651376145
bs 530m40,850,17.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,47.22222222222222,4.458715596330276
bs 525a60,1380,27.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,76.66666666666667,6.938532110091742
bs 708a25,850,17.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,47.22222222222222,4.458715596330276
bs 708a37,850,17.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,47.22222222222222,4.458715596330276
bs 708m40,850,17.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,47.22222222222222,4.458715596330276
bs 708m40,925,18.5,electronics,High,International,65.0,0.4,200.0,18.0,1.0,51.388888888888886,4.809633027522936
bs 735a51,1370,27.400000000000002,electronics,High,International,65.0,0.4,200.0,18.0,1.0,76.11111111111111,6.891743119266056
bs 905m39,775,15.5,electronics,High,International,65.0,0.4,200.0,18.0,1.0,43.05555555555556,4.1077981651376145
bs 722m22,850,17.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,47.22222222222222,4.458715596330276
bs 722m24,850,17.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,47.22222222222222,4.458715596330276
bs 817m40,1075,21.5,electronics,High,International,65.0,0.4,200.0,18.0,1.0,59.72222222222222,5.511467889908257
bs 403s17,420,8.4,electronics,High,International,65.0,0.4,200.0,18.0,1.0,23.333333333333332,2.446788990825688
bs 410s21,550,11.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,30.555555555555557,3.055045871559633
bs 420s37,700,14.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,38.888888888888886,3.756880733944954
bs 430s17,430,8.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,23.88888888888889,2.4935779816513763
bs 401s45,900,18.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,50.0,4.692660550458716
bs 431s29,850,17.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,47.22222222222222,4.458715596330276
bs 304s15,480,9.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,26.666666666666668,2.7275229357798167
bs 303s31,510,10.200000000000001,electronics,High,International,65.0,0.4,200.0,18.0,1.0,28.333333333333332,2.8678899082568807
bs 321s31,490,9.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,27.22222222222222,2.7743119266055043
bs 304s11,480,9.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,26.666666666666668,2.7275229357798167
bs 310s31,510,10.200000000000001,electronics,High,International,65.0,0.4,200.0,18.0,1.0,28.333333333333332,2.8678899082568807
bs 316s11,490,9.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,27.22222222222222,2.7743119266055043
bs 316s31,510,10.200000000000001,electronics,High,International,65.0,0.4,200.0,18.0,1.0,28.333333333333332,2.8678899082568807
bs 349s54,950,19.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,52.77777777777778,4.926605504587156
grey cast iron,150,3.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,8.333333333333334,1.18348623853211
grey cast iron,200,4.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,11.11111111111111,1.4174311926605505
grey cast iron,250,5.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,13.88888888888889,1.651376146788991
grey cast iron,300,6.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,16.666666666666668,1.885321100917431
grey cast iron,350,7.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,19.444444444444443,2.1192660550458715
nodular cast iron,500,10.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,27.77777777777778,2.8211009174311927
nodular cast iron,600,12.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,33.333333333333336,3.2889908256880735
nodular cast iron,700,14.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,38.888888888888886,3.756880733944954
nodular cast iron,800,16.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,44.44444444444444,4.224770642201835
malleable cast iron,400,8.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,22.22222222222222,2.353211009174312
malleable cast iron,500,10.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,27.77777777777778,2.8211009174311927
csn 10370,350,7.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,19.444444444444443,2.1192660550458715
csn 11110,400,8.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,22.22222222222222,2.353211009174312
csn 11110,471,9.42,electronics,High,International,65.0,0.4,200.0,18.0,1.0,26.166666666666668,2.6854128440366978
csn 11120,400,8.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,22.22222222222222,2.353211009174312
csn 11140,660,13.200000000000001,electronics,High,International,65.0,0.4,200.0,18.0,1.0,36.666666666666664,3.569724770642202
csn 11301,280,5.6000000000000005,electronics,High,International,65.0,0.4,200.0,18.0,1.0,15.555555555555555,1.7917431192660551
csn 11305,290,5.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,16.11111111111111,1.838532110091743
csn 11321,280,5.6000000000000005,electronics,High,International,65.0,0.4,200.0,18.0,1.0,15.555555555555555,1.7917431192660551
csn 11343,330,6.6000000000000005,electronics,High,International,65.0,0.4,200.0,18.0,1.0,18.333333333333332,2.0256880733944955
csn 11353,340,6.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,18.88888888888889,2.0724770642201835
csn 11368,350,7.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,19.444444444444443,2.1192660550458715
csn 11373,340,6.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,18.88888888888889,2.0724770642201835
csn 11378,360,7.2,electronics,High,International,65.0,0.4,200.0,18.0,1.0,20.0,2.1660550458715595
csn 11418,410,8.2,electronics,High,International,65.0,0.4,200.0,18.0,1.0,22.77777777777778,2.4000000000000004
csn 11423,420,8.4,electronics,High,International,65.0,0.4,200.0,18.0,1.0,23.333333333333332,2.446788990825688
csn 11448,430,8.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,23.88888888888889,2.4935779816513763
csn 11453,440,8.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,24.444444444444443,2.540366972477064
csn 11500,490,9.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,27.22222222222222,2.7743119266055043
csn 11503,490,9.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,27.22222222222222,2.7743119266055043
csn 11523,510,10.200000000000001,electronics,High,International,65.0,0.4,200.0,18.0,1.0,28.333333333333332,2.8678899082568807
csn 11600,590,11.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,32.77777777777778,3.242201834862385
csn 11600,590,11.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,32.77777777777778,3.242201834862385
csn 11700,686,13.72,electronics,High,International,65.0,0.4,200.0,18.0,1.0,38.111111111111114,3.6913761467889907
csn 11700,686,13.72,electronics,High,International,65.0,0.4,200.0,18.0,1.0,38.111111111111114,3.6913761467889907
csn 12010,490,9.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,27.22222222222222,2.7743119266055043
csn 12020,550,11.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,30.555555555555557,3.055045871559633
csn 12020,490,9.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,27.22222222222222,2.7743119266055043
csn 12024,480,9.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,26.666666666666668,2.7275229357798167
csn 12030,500,10.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,27.77777777777778,2.8211009174311927
csn 12031,550,11.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,30.555555555555557,3.055045871559633
csn 12040,600,12.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,33.333333333333336,3.2889908256880735
csn 12041,630,12.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,35.0,3.4293577981651375
csn 12050,530,10.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,29.444444444444443,2.961467889908257
csn 12050,640,12.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,35.55555555555556,3.4761467889908255
csn 12051,690,13.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,38.333333333333336,3.710091743119266
csn 12060,750,15.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,41.666666666666664,3.9908256880733943
csn 12061,800,16.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,44.44444444444444,4.224770642201835
csn 12071,1770,35.4,electronics,High,International,65.0,0.4,200.0,18.0,1.0,98.33333333333333,8.763302752293578
csn 13030,460,9.200000000000001,electronics,High,International,65.0,0.4,200.0,18.0,1.0,25.555555555555557,2.6339449541284408
csn 13141,690,13.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,38.333333333333336,3.710091743119266
csn 13180,1570,31.400000000000002,electronics,High,International,65.0,0.4,200.0,18.0,1.0,87.22222222222223,7.827522935779817
csn 13220,670,13.4,electronics,High,International,65.0,0.4,200.0,18.0,1.0,37.22222222222222,3.61651376146789
csn 13221,680,13.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,37.77777777777778,3.663302752293578
csn 13240,780,15.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,43.333333333333336,4.131192660550459
csn 13242,880,17.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,48.888888888888886,4.599082568807339
csn 13251,1270,25.400000000000002,electronics,High,International,65.0,0.4,200.0,18.0,1.0,70.55555555555556,6.423853211009175
csn 13270,1420,28.400000000000002,electronics,High,International,65.0,0.4,200.0,18.0,1.0,78.88888888888889,7.125688073394496
csn 14120,588,11.76,electronics,High,International,65.0,0.4,200.0,18.0,1.0,32.666666666666664,3.2328440366972475
csn 14140,883,17.66,electronics,High,International,65.0,0.4,200.0,18.0,1.0,49.05555555555556,4.613119266055046
csn 14140,932,18.64,electronics,High,International,65.0,0.4,200.0,18.0,1.0,51.77777777777778,4.842385321100917
csn 14140,1716,34.32,electronics,High,International,65.0,0.4,200.0,18.0,1.0,95.33333333333333,8.510642201834862
csn 14141,883,17.66,electronics,High,International,65.0,0.4,200.0,18.0,1.0,49.05555555555556,4.613119266055046
csn 14146,932,18.64,electronics,High,International,65.0,0.4,200.0,18.0,1.0,51.77777777777778,4.842385321100917
csn 14148,657,13.14,electronics,High,International,65.0,0.4,200.0,18.0,1.0,36.5,3.5556880733944953
csn 14220,900,18.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,50.0,4.692660550458716
csn 14220,785,15.700000000000001,electronics,High,International,65.0,0.4,200.0,18.0,1.0,43.611111111111114,4.154587155963303
csn 14221,981,19.62,electronics,High,International,65.0,0.4,200.0,18.0,1.0,54.5,5.0716513761467885
csn 14223,883,17.66,electronics,High,International,65.0,0.4,200.0,18.0,1.0,49.05555555555556,4.613119266055046
csn 14230,981,19.62,electronics,High,International,65.0,0.4,200.0,18.0,1.0,54.5,5.0716513761467885
csn 14260,1370,27.400000000000002,electronics,High,International,65.0,0.4,200.0,18.0,1.0,76.11111111111111,6.891743119266056
csn 14262,1470,29.400000000000002,electronics,High,International,65.0,0.4,200.0,18.0,1.0,81.66666666666667,7.3596330275229365
csn 15020,440,8.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,24.444444444444443,2.540366972477064
csn 15121,430,8.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,23.88888888888889,2.4935779816513763
csn 15127,470,9.4,electronics,High,International,65.0,0.4,200.0,18.0,1.0,26.11111111111111,2.6807339449541283
csn 15130,690,13.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,38.333333333333336,3.710091743119266
csn 15131,930,18.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,51.666666666666664,4.8330275229357795
csn 15141,880,17.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,48.888888888888886,4.599082568807339
csn 15142,1000,20.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,55.55555555555556,5.160550458715596
csn 15217,470,9.4,electronics,High,International,65.0,0.4,200.0,18.0,1.0,26.11111111111111,2.6807339449541283
csn 15222,690,13.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,38.333333333333336,3.710091743119266
csn 15230,1000,20.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,55.55555555555556,5.160550458715596
csn 15230,780,15.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,43.333333333333336,4.131192660550459
csn 15241,1177,23.54,electronics,High,International,65.0,0.4,200.0,18.0,1.0,65.38888888888889,5.988715596330275
csn 15241,1716,34.32,electronics,High,International,65.0,0.4,200.0,18.0,1.0,95.33333333333333,8.510642201834862
csn 15241,1177,23.54,electronics,High,International,65.0,0.4,200.0,18.0,1.0,65.38888888888889,5.988715596330275
csn 15260,900,18.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,50.0,4.692660550458716
csn 15313,480,9.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,26.666666666666668,2.7275229357798167
csn 15330,834,16.68,electronics,High,International,65.0,0.4,200.0,18.0,1.0,46.333333333333336,4.383853211009174
csn 15340,981,19.62,electronics,High,International,65.0,0.4,200.0,18.0,1.0,54.5,5.0716513761467885
csn 15432,690,13.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,38.333333333333336,3.710091743119266
csn 16220,883,17.66,electronics,High,International,65.0,0.4,200.0,18.0,1.0,49.05555555555556,4.613119266055046
csn 16223,835,16.7,electronics,High,International,65.0,0.4,200.0,18.0,1.0,46.388888888888886,4.388532110091743
csn 16321,880,17.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,48.888888888888886,4.599082568807339
csn 16326,1080,21.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,60.0,5.534862385321101
csn 16329,440,8.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,24.444444444444443,2.540366972477064
csn 16343,1100,22.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,61.111111111111114,5.628440366972477
csn 16420,932,18.64,electronics,High,International,65.0,0.4,200.0,18.0,1.0,51.77777777777778,4.842385321100917
csn 16430,1080,21.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,60.0,5.534862385321101
csn 16527,590,11.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,32.77777777777778,3.242201834862385
csn 16640,1569,31.38,electronics,High,International,65.0,0.4,200.0,18.0,1.0,87.16666666666667,7.822844036697248
csn 17020,441,8.82,electronics,High,International,65.0,0.4,200.0,18.0,1.0,24.5,2.545045871559633
csn 17021,590,11.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,32.77777777777778,3.242201834862385
csn 17022,690,13.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,38.333333333333336,3.710091743119266
csn 17023,740,14.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,41.111111111111114,3.9440366972477063
csn 17040,440,8.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,24.444444444444443,2.540366972477064
csn 17041,440,8.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,24.444444444444443,2.540366972477064
csn 17113,441,8.82,electronics,High,International,65.0,0.4,200.0,18.0,1.0,24.5,2.545045871559633
csn 17115,930,18.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,51.666666666666664,4.8330275229357795
csn 17125,460,9.200000000000001,electronics,High,International,65.0,0.4,200.0,18.0,1.0,25.555555555555557,2.6339449541284408
csn 17145,800,16.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,44.44444444444444,4.224770642201835
csn 17150,900,18.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,50.0,4.692660550458716
csn 17240,490,9.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,27.22222222222222,2.7743119266055043
csn 17241,530,10.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,29.444444444444443,2.961467889908257
csn 17243,500,10.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,27.77777777777778,2.8211009174311927
csn 17246,550,11.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,30.555555555555557,3.055045871559633
csn 17247,500,10.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,27.77777777777778,2.8211009174311927
csn 17248,500,10.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,27.77777777777778,2.8211009174311927
csn 17249,440,8.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,24.444444444444443,2.540366972477064
csn 17251,650,13.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,36.111111111111114,3.522935779816514
