product_id,product_name,product_category,product_subcategory,product_weight_g,volume_cm3,fragility_level,temperature_sensitivity,hazard_level,material_type,price_inr
P002652,Up-sized tangible service-desk,Apparel,Bottomwear,938.0,2991.0,Low,Low,Low,Recycled Paper,
P002653,Amul Butter 500g,Food,Canned Food,423.0,442.0,Medium,Medium,Low,PBAT Bioplastic,
P002654,Samsung Galaxy S21,Electronics,Audio Device,,1312.0,Medium,Low,Low,Coir Fiber,
P002655,Tata Salta1kg,Food,Dairy,1098.0,936.0,Low,High,Low,Jute Fiber,
P002656,Multi-tiered systematic time-frame,Household Goods,Cleaning Supply,902.0,1276.0,Low,Low,Medium,Edible Films,
P002657,Dell Inspiron 15,Electronics,Audio Device,500.0,1025.0,Medium,Low,Low,PHBV Bioplastic,
P002658,Vision-oriented context-sensitive array,Household Goods,Cleaning Supply,631.0,,High,Low,Medium,Cellulose Acetate,
P002659,Synchronized user-facing migration,Pharmaceuticals,Liquid Medicine,244.0,425.0,High,High,Medium,Rice Husk Composite,
P002660,Mamaearth Ubtan Face Pack,Cosmetics,Cream,193.0,203.0,High,Medium,Low,Paperboard,
P002661,Extended empowering open system,Household Goods,Cleaning Supply,849.0,1056.0,High,Low,Medium,PHBV Bioplastic,
P002662,Multi-layered demand-driven moderator,Apparel,Topwear,237.0,1974.0,Low,Low,Low,Corrugated Paper,
P002663,Sony WH-1000XM5 Headphones,Electronics,Audio Device,898.0,,Medium,Low,Low,Newsprint,
P002664,Visionary reciprocal migration,Household Goods,Cleaning Supply,640.0,813.0,High,Low,Medium,Seaweed Film,
P002665,Persevering didactic artificiaq intelligence,Pharmaceuticals,Liquid Medicine,379.0,303.0,High,High,Medium,Newsprint,
P002666,Nestle Milkmaid,Food,Dairy,936.0,1103.0,Low,High,Low,LDPE Plastic,
P002667,User-centric attitude-oriented encoding,Apparel,Bottomwear,865.0,3344.0,Low,Low,Low,PHBV Bioplastic,
P002668,Kissan Mixed Fruit Jam,Food,Dairy,903.0,1132.0,Low,High,Low,Greaseproof Paper,
P002669,TP-Link Wireless Router,Electronics,Mobile Device,187.0,182.0,High,Medium,Low,Hemp Fiber,
P002670,Lakme 9to5 Lipstick,Cosmetics,Cream,219.0,287.0,High,Medium,Low,Notpla (Seaweed-based),
P002671,Logitech MX Master 3 Mouse,Electronics,Mobile Device,161.0,298.0,High,Medium,Low,PHA Bioplastic,
P002672,Sony WH-1000XM5 Headphones,Electronics,Charger,328.0,,Medium,Medium,Low,Corrugated Paper,
P002673,Apple iPad 9th Gen,Electronics,Charger,288.0,596.0,Medium,Medium,Low,Aluminum Foil,
P002674,Biotique Neem Face Wash,Cosmetics,Haircare,353.0,578.0,Medium,Medium,Low,Tinplate,
P002675,TP-Link Wireless Router,Electronics,Audio Device,639.0,1070.0,Medium,Low,Low,Edible Films,
P002676,Nestle Milkmaid,Food,Dairy,945.0,991.0,Low,High,Low,PBAT Bioplastic,
P002677,Mamaearth Ubtan Face Pack,Cosmetics,Cream,174.0,249.0,High,Medium,Low,PHA Bioplastic,
P002678,Up-sized transitional strategy,Pharmaceuticals,Liquid Medicine,346.0,427.0,High,High,Medium,Cellulose Acetate,
P002679,Business-focused context-sensitive workforce,Household Goods,Cleaning Supply,891.0,814.0,High,Low,Medium,Stainless Steel,
P002680,Canon EOS 1500D DSLR,Electronics,Mobile Device,183.0,165.0,High,Medium,Low,Seaweed Film,
P002681,Sony WH-1000XM5 Headphones,Electronics,Charger,265.0,413.0,Medium,Medium,Low,EVOH Film,
P002682,Apple iPad 9th Gen,Electronics,Mobile Device,175.0,288.0,High,Medium,Low,PHBV Bioplastic,
P002683,Sunfeast Dark Fantasy Choco Fills,Food,Snack,44.0,88.0,Low,Low,Low,Glass (Borosilicate),
P002684,Aashirvaad Atta 5kg,Food,Canned Food,420.0,349.0,Medium,Medium,Low,PET Plastic,
P002685,TP-Link Wireless Router,Electronics,Audio Device,579.0,1419.0,Medium,Low,Low,PHBV Bioplastic,
P002686,Sony WH-1000XM5 Headphones,Electronics,Mobile Device,203.0,161.0,High,Medium,Low,Jute Fiber,
P002687,Seamless fault-tolerant neural-net,Apparel,Bottomwear,833.0,2604.0,Low,Low,Low,Cellulose Acetate,
P002688,Integrated mobile neural-net,Pharmaceuticals,OTC Medicine,98.0,165.0,High,Medium,Medium,LDPE Plastic,
P002689,Seamless exuding synergy,Household Goods,Cleaning Supply,922.0,1272.0,Low,Low,Medium,Stainless Steel,
P002690,Logitech MX Master 3 Mouse,Electronics,Audio Device,529.0,831.0,Medium,Low,Low,HDPE Plastic,
P002691,Innovative motivating monitoring,Apparel,Bottomwear,842.0,2058.0,Low,Low,Low,Bamboo Pulp,
P002692,Polarized systematic encryption,Pharmaceuticals,OTC Medicine,150.0,144.0,High,Medium,Medium,PVC Plastic,
P002693,Nestle Milkmaid,Food,Canned Food,396.0,327.0,Medium,Medium,Low,PBAT Bioplastic,
P002694,Implemented zero administration concept,Household Goods,Cleaning Supply,774.0,921.0,High,Low,Medium,Wheat Straw,
P002695,Reduced 3rdgeneration artificial intelligence,Apparel,Bottomwear,880.0,3061.0,Low,Low,Low,PHBV Bioplastic,
P002696,Implemented stable info-mediaries,Pharmaceuticals,Liquid Medicine,358.0,416.0,High,High,Medium,Notpla (Seaweed-based),
P002697,Nestle Milkmaid,Food,Snack,51.0,82.0,Low,Low,Low,PBAT Bioplastic,
P002698,Re-contextualized dynamic standardization,Apparel,Bottomwear,,2556.0,Low,Low,Low,Mushroom Packaging,
P002699,Aashirvaad Atta 5kg,Food,Canned Food,389.0,411.0,Medium,Medium,Low,LDPE Plastic,
P002700,Dell Inspiron 15,Electronics,Audio Device,711.0,871.0,Medium,Low,Low,HDPE Plastic,
P002701,Enterprise-wide executive attitude,Household Goods,Cleaning Supply,898.0,802.0,High,Low,Medium,Rice Husk Composite,
P002702,Aashirvaad Atta 5kg,Food,Dairy,978.0,,Low,High,Low,Coir Fiber,
P002703,Networked logistical solution,Pharmaceuticals,Liquid Medicine,206.0,402.0,High,High,Medium,Edible Films,
P002704,Maggi Noodles Pack,Food,Canned Food,446.0,323.0,Medium,Medium,Low,LDPE Plastic,
P002705,Fortune Soya Oil 1L,Food,Canned Food,374.0,335.0,Medium,Medium,Low,Coconut Husk Fiber,
P002706,Canon EOS 1500D DSLR,Electronics,Charger,227.0,506.0,Medium,Medium,Low,Jute Fiber,
P002707,Pond’s BB Cbeam,Cosmetics,Haircare,486.0,680.0,Medium,Medium,Low,Coconut Husk Fiber,
P002708,Open-architected full-range throughput,Pharmaceuticals,OTC Medicine,153.0,235.0,High,Medium,Medium,Tinplate,
P002709,Amul Butter 500g,Food,Canned Food,420.0,441.0,Medium,Medium,Low,PS Plastic,
P002710,Amul Butter 500g,Food,Dairy,910.0,948.0,Low,High,Low,EVOH Film,
P002711,Up-sized neutral attitude,Household Goods,Cleaning Supply,839.0,1177.0,Low,Low,Medium,Notpla (Seaweed-based),
P002712,Nivea Men Face Wash,Cosmetics,Haircare,529.0,632.0,Medium,Medium,Low,Glass (Borosilicate),
P002713,Synergized fault-tolerant contingency,Apparel,Topwear,191.0,1806.0,Low,Low,Low,Sugarcane Bagasse,
P002714,Balanced client-server extranet,Household Goods,Cleaning Supply,661.0,1134.0,High,Low,Medium,Glass (Soda-lime),
P002715,Streamlined object-oriented time-frame,Apparel,Bottomwear,929.0,2006.0,Low,Low,Low,PVC Plastic,
P002716,Pond’s BB Cream,Cosmetics,Cream,146.0,280.0,High,Medium,Low,PS Plastic,
P002717,Canon EOS 1500D DSLR,Electronics,Audio Device,701.0,1459.0,Medium,Low,Low,Cotton Fiber,
P002718,Kissan Mixed Fruit Jam,Food,Snack,80.0,127.0,Low,Low,Low,Edible Films,
P002719,Sony Wr-1000XM5 Headphones,Electronics,Charger,320.0,456.0,Medium,Medium,Low,PHA Bioplastic,
P002720,Ergonomic high-level standardization,Household Goods,Cleaning Supply,1130.0,1247.0,Low,Low,Medium,Coir Fiber,
P002721,Pond’s BB Cream,Cosmetics,Haircare,410.0,537.0,Medium,Medium,Low,PET Plastic,
P002722,Fortune Soya Oil 1L,Food,Dairy,985.0,1068.0,Low,High,Low,Tinplate,
P002723,Sunfeast Dark Fantasy Choco Fills,Food,Snack,73.0,124.0,Low,Low,Low,Rice Husk Composite,
P002724,Kissan Mixed Fruit Jam,Food,Snack,79.0,131.0,Low,Low,Low,Corrugated Paper,
P002725,Sunfeast Dark Fantasy Choco Fills,Food,Snack,44.0,103.0,Low,Low,Low,EVOH Film,
P002726,Persevering asynchronous flexibility,Household Goods,Cleaning Supply,717.0,851.0,High,Low,Medium,Mushroom Packaging,
P002727,Maggi Noodles Pack,Food,Snack,68.0,108.0,Low,Low,Low,Paperboard,
P002728,Down-sized grid-enabled utilization,Pharmaceuticals,OTC Medicine,128.0,144.0,High,Medium,Medium,PHBV Bioplastic,
P002729,Apple iPad 9th Gen,Electronics,Audio Device,769.0,805.0,Medium,Low,Low,LDPE Plastic,
P002730,Dove Body Lotion 250ml,Cosmetics,Haircare,574.0,681.0,Medium,Medium,Low,Recycled Paper,
P002731,Sony WH-1000XM5 Headphones,Electronics,Mobile Device,165.0,157.0,High,Medium,Low,Wheat Straw,
P002732,Dell Inspiron 15,Electronics,Audio Device,852.0,905.0,Medium,Low,Low,Cellulose Acetate,
P002733,Profit-focused bifurcated parallelism,Apparel,Bottomwear,957.0,2649.0,Low,Low,Low,Rice Husk Composite,
P002734,Multi-lateral methodical algorithm,Pharmaceuticals,OTC Medicine,158.0,202.0,High,Medium,Medium,Recycled Paper,
P002735,Triple-buffered 6thgeneration synergy,Pharmaceuticals,Liquid Medicine,340.0,446.0,High,High,Medium,PET Plastic,
P002736,Biotique Neem Face Wash,Cosmetics,Haircare,537.0,631.0,Medium,Medium,Low,Glass (Soda-lime),
P002737,Dove Body Lotion 250ml,Cosmetics,Cream,199.0,284.0,High,Medium,Low,HDPE Plastic,
P002738,Dove Body Lotion 250ml,Cosmetics,Haircare,462.0,556.0,Medium,Medium,Low,Cotton Fiber,
P002739,Team-oriented didactic Local Area Network,Pharmaceuticals,Liquid Medicine,345.0,339.0,High,High,Medium,HDPE Plastic,
P002740,Virtual background leverage,Apparel,Bottomwear,750.0,2778.0,Low,Low,Low,Stainless Steel,
P002741,Logitech MX Master 3 Mouse,Electronics,Audio Device,740.0,988.0,Medium,Low,Low,Glass (Borosilicate),
P002742,Amul Butter 500g,Food,Dairy,964.0,1012.0,Low,High,Low,Tinplate,
P002743,Reduced foreground strategy,Pharmaceuticals,OTC Medicine,103.0,132.0,High,Medium,Medium,Jute Fiber,
P002744,Lakme 9to5 Lipstick,Cosmetics,Cream,238.0,257.0,High,Medium,Low,Coir Fiber,
P002745,Canon EOS 1500D DSLR,Electronics,Mobile Device,171.0,140.0,High,Medium,Low,AirCarbon,
P002746,Nestle Milkmaid,Food,Canned Food,352.0,357.0,Medium,Medium,Low,Kraft Paper,
P002747,Face-to-face multi-state concept,Household Goods,Cleaning Supply,897.0,1053.0,Low,Low,Medium,Coconut Husk Fiber,
P002748,Apple iPad 9th Gen,Electronics,Mobile Device,194.0,289.0,High,Medium,Low,Cellulose Acetate,
P002749,Amul Butter 500g,Food,Canned Food,358.0,426.0,Medium,Medium,Low,Mushroom Packaging,
P002750,Dove Body Lotion 250ml,Cosmetics,Haircare,502.0,520.0,Medium,Medium,Low,Kraft Paper,
P002751,Apple iPad 9th Gen,Electronics,Audio Device,743.0,1108.0,Medium,Low,Low,Jute Fiber,
P002752,Synergized exuding Graphical User Interface,Pharmaceuticals,Liquid Medicine,330.0,313.0,High,High,Medium,PHBV Bioplastic,
P002753,Robust human-resource approach,Pharmaceuticals,Liquid Medicine,364.0,402.0,High,High,Medium,Newsprint,
P002754,Kissan Mixed Fruit Jam,Food,Canned Food,351.0,446.0,Medium,Medium,Low,Glass (Borosilicate),
P002755,Sunfeast Dark Fantasy Choco Fills,Food,Canned Food,435.0,433.0,Medium,Medium,Low,HDPE Plastic,
P002756,Reactive foreground middleware,Pharmaceuticals,OTC Medicine,195.0,193.0,High,Medium,Medium,Palm Fiber,
P002757,Reverse-engineered responsive circuit,Apparel,Bottomwear,763.0,3081.0,Low,Low,Low,Seaweed Film,
P002758,L'Oréal Paris Shampoo 175ml,Cosmetics,Cream,130.0,152.0,High,Medium,Low,Paperboard,
P002759,Sony WH-1000XM5 Headphones,Electronics,Charger,334.0,251.0,Medium,Medium,Low,Seaweed Film,
P002760,Aashirvaad Atta 5kg,Food,Canned Food,386.0,406.0,Medium,Medium,Low,Seaweed Film,
P002761,Digitized reciprocal circuit,Apparel,Topwear,228.0,1913.0,Low,Low,Low,PLA Bioplastic,
P002762,Samsung Galaxy S21,Electronics,Charger,205.0,550.0,Medium,Medium,Low,PS Plastic,
P002763,Extended human-resource Local Area Network,Pharmaceuticals,OTC Medicine,105.0,117.0,High,Medium,Medium,Stainless Steel,
P002764,Maybelline Mascara,Cosmetics,Cream,219.0,152.0,High,Medium,Low,PET Plastic,
P002765,Persistent scalable time-frame,Household Goods,Cleaning Supply,792.0,1055.0,High,Low,Medium,Newsprint,
P002766,Profit-focused optimizing help-desk,Apparel,Bottomwear,909.0,3302.0,Low,Low,Low,Aluminum Foil,
P002767,Kissan Mixed Fruit Jam,Food,Snack,56.0,105.0,Low,Low,Low,PS Plastic,
P002768,Profound disintermediate standardization,Household Goods,Cleaning Supply,1188.0,1030.0,Low,Low,Medium,Jute Fiber,
P002769,Programmable local interface,Apparel,Bottomwear,919.0,2810.0,Low,Low,Low,Tinplate,
P002770,Apple iPad 9th Gen,Electronics,Mobile Device,165.0,197.0,High,Medium,Low,Tinplate,
P002771,L'Oréal Paris Shampoo 175ml,Cosmetics,Haircare,406.0,504.0,Medium,Medium,Low,EVOH Film,
P002772,Canon EgS 1500D DSLR,Electronics,Charger,206.0,588.0,Medium,Medium,Low,Wheat Straw,
P002773,Apple iPad 9th Gen,Electronics,Mobile Device,184.0,260.0,High,Medium,Low,AirCarbon,
P002774,Reactive uniform function,Apparel,Topwear,200.0,2313.0,Low,Low,Low,PS Plastic,
P002775,Samsung Galaxy S21,Electronics,Charger,,368.0,Medium,Medium,Low,PLA Bioplastic,
P002776,Sunfeast Dark Fantasy Choco Fills,Food,Dairy,925.0,1170.0,Low,High,Low,PHA Bioplastic,
P002777,Kissan Mixed Fruit Jam,Food,Snack,43.0,135.0,Low,Low,Low,Edible Films,
P002778,Synergistic optimal matrix,Apparel,Bottomwear,995.0,3318.0,Low,Low,Low,Notpla (Seaweed-based),
P002779,Persevering dynamic intranet,Apparel,Topwear,297.0,2485.0,Low,Low,Low,EVOH Film,
P002780,Xiaomi Mi Power Bank 20000mAh,Electronics,Audio Device,753.0,1327.0,Medium,Low,Low,PET Plastic,
P002781,TP-Link Wireless Router,Electronics,Audio Device,405.0,1052.0,Medium,Low,Low,Cotton Fiber,
P002782,Sunfeast Dark Fantasy Choco Fills,Food,Dairy,927.0,941.0,Low,High,Low,Palm Fiber,
P002783,Mamaearth Ubtan Face Pack,Cosmetics,Haircare,426.0,682.0,Medium,Medium,Low,Rice Husk Composite,
P002784,Virtual content-based ability,Household Goods,Cleaning Supply,692.0,857.0,High,Low,Medium,Metel,
P002785,Secured systemic time-frame,Apparel,Bottomwear,920.0,2476.0,Low,Low,Low,Bamboo Pulp,
P002786,Multi-lateral systemic algorithm,Pharmaceuticals,OTC Medicine,123.0,247.0,High,Medium,Medium,Glass (Soda-lime),
P002787,Grass-roots incremental paradigm,Pharmaceuticals,OTC Medicine,105.0,117.0,High,Medium,Medium,Aluminum Foil,
P002788,Horizontal hybrid orchestration,Apparel,Topwear,234.0,1237.0,Low,Low,Low,Sugarcane Bagasse,
P002789,Polarized bottom-line open architecture,Apparel,Topwear,294.0,1446.0,Low,Low,Low,EVOH Film,
P002790,Kissan Mixed Fruit Jam,Food,Snack,,117.0,Low,Low,Low,PS Plastic,
P002791,Nivea Men Face Wash,Cosmetics,Haircare,396.0,660.0,Medium,Medium,Low,Coconut Husk Fiber,
P002792,Maggi Noodles Pack,Food,Snack,55.0,145.0,Low,Low,Low,Stainless Steel,
P002793,Mamaearth Ubtan Face Pack,Cosmetics,Haircare,548.0,530.0,Medium,Medium,Low,Jute Fiber,
P002794,Canon EOS 1500D DSLR,Electronics,Audio Device,624.0,1120.0,Medium,Low,Low,Hemp Fiber,
P002795,Dell Inspiron 15,Electronics,Mobile Device,178.0,161.0,High,Medium,Low,Corrugated Paper,
P002796,Samsung Galaxy S21,Electronics,Audio Device,424.0,1138.0,Medium,Low,Low,AirCarbon,
P002797,Phased needs-based service-desk,Apparel,Bottomwear,890.0,2418.0,Low,Low,Low,Edible Films,
P002798,Fortune Soya Oil 1L,Food,Canned Food,403.0,312.0,Medium,Medium,Low,Kraft Paper,
P002799,Amul Butter 500g,Food,Dairy,1100.0,913.0,Low,High,Low,Wheat Straw,
P002800,Reactive well-modulated eoftware,Apparel,Topwear,261.0,1849.0,Low,Low,Low,Mushroom Packaging,
P002801,Nestle Milkmaid,Food,Dairy,1009.0,1067.0,Low,High,Low,PVC Plastic,
P002802,Upgradable dynamic toolset,Pharmaceuticals,Liquid Medicine,350.0,332.0,High,High,Medium,Edible Films,
P002803,Down-sized even-keeued open architecture,Pharmaceuticals,Liquid Medicine,206.0,281.0,High,High,Medium,Recycled Paper,
P002804,Lakme 9to5 Lipstick,Cosmetics,Cream,227.0,244.0,High,Medium,Low,Seaweed Film,
P002805,Ameliorated impactful middleware,Apparel,Bottomwear,712.0,3260.0,Low,Low,Low,Notpla (Seaweed-based),
P002806,Function-based tertiary groupware,Apparel,Bottomwear,940.0,2123.0,Low,Low,Low,Seaweed Film,
P002807,Profound actuating collaboration,Household Goods,Cleaning Supply,885.0,757.0,High,Low,Medium,Palm Fiber,
P002808,Multi-channeled encompassing success,Apparel,Topwear,221.0,1377.0,Low,Low,Low,PBAT Bioplastic,
P002809,Maybelline Mascara,Cosmetics,Haircare,513.0,500.0,Medium,Medium,Low,PHA Bioplastic,
P002810,Tata Salt 1kg,Food,Snack,45.0,117.0,Low,Low,Low,Mushroom Packaging,
P002811,Apple iPad 9th Gen,Electronics,Charger,312.0,560.0,Medium,Medium,Low,Tinplate,
P002812,Cloned upward-trending array,Household Goods,Cleaning Supply,747.0,1055.0,High,Low,Medium,PBAT Bioplastic,
P002813,Lolitech MX Master 3 Mouse,Electronics,Mobile Device,175.0,,High,Medium,Low,PLA Bioplastic,
P002814,Nestle Milkmaid,Food,Canned Food,352.0,330.0,Medium,Medium,Low,Cellulose Acetate,
P002815,Adaptive needs-based Internet solution,Household Goods,Cleaning Supply,1057.0,964.0,Low,Low,Medium,Sugarcane Bagasse,
P002816,Tata Salt 1kg,Food,Snack,45.0,141.0,Low,Low,Low,AirCarbon,
P002817,Logitech MX Master 3 Mouse,Electronics,Audio Device,438.0,1125.0,Medium,Low,Low,PP Plastic,
P002818,Nestle Milkmaid,Food,Snack,68.0,133.0,Low,Low,Low,PHBV Bioplastic,
P002819,Persistent transitional open system,Apparel,Bottomwear,892.0,2616.0,Low,Low,Low,Mushroom Packaging,
P002820,Sony WH-1000XM5 Headphones,Electronics,Mobile Device,217.0,280.0,High,Medium,Low,PVC Plastic,
P002821,Samsung Galaxy S21,Electronics,Charger,343.0,563.0,Medium,Medium,Low,HDPE Plastic,
P002822,Managed eco-centric process improvement,Household Goods,Cleaning Supply,675.0,967.0,High,Low,Medium,Jute Fiber,
P002823,Dell Inspiron 15,Electronics,Charger,348.0,435.0,Medium,Medium,Low,Seaweed Film,
P002824,Horizontal reciprocal infrastructure,Pharmaceuticals,OTC Medicine,87.0,127.0,High,Medium,Medium,Stainless Steel,
P002825,Pre-emptive fault-tolerant Local Area Network,Apparel,Topwear,265.0,1382.0,Low,Low,Low,PLA Bioplastic,
P002826,Focused systemic monitoring,Household Goods,Cleaning Supply,683.0,1089.0,High,Low,Medium,Kraft Paper,
P002827,Lakme 9to5 Lipstick,Cosmetics,Haircare,548.0,637.0,Medium,Medium,Low,Coconut Husk Fiber,
P002828,Devolved solution-oriented knowledge user,Household Goods,Cleaning Supply,850.0,1000.0,High,Low,Medium,Aluminum Foil,99999.0
P002829,Amul Butter 500g,Food,Snack,74.0,89.0,Low,Low,Low,PS Plastic,
P002830,User-mentric homogeneous time-frame,Apparel,Topwear,258.0,1673.0,Low,Low,Low,Seaweed Film,
P002831,Persistent needs-based initiative,Apparel,Topwear,300.0,2056.0,Low,Low,Low,Cotton Fiber,
P002832,Tata Salt 1kg,Food,Dairy,940.0,949.0,Low,High,Low,Edible Films,
P002833,Maybelline Mascara,Cosmetics,Haircare,386.0,516.0,Medium,Medium,Low,EVOH Film,
P002834,Profit-focused uniform interface,Apparel,Bottomwear,852.0,3448.0,Low,Low,Low,Stainless Steel,
P002835,L'Oréal Paris Shampoo 175ml,Cosmetics,Haircare,573.0,419.0,Medium,Medium,Low,Recycled Paper,
P002836,Seamless holistic productivity,Household Goods,Cleaning Supply,749.0,834.0,High,Low,Medium,Mushroom Packaging,
P002837,Kissan Mixed Fruit Jam,Food,Dairy,1019.0,,Low,High,Low,Greaseproof Paper,
P002838,Customer-focused multi-tasking protocol,Apparel,Topwear,237.0,1505.0,Low,Low,Low,Rice Husk Composite,
P002839,Quality-focused zero tolerance model,Apparel,Bottomwear,930.0,2138.0,Low,Low,Low,Wheat Straw,
P002840,Distributed human-resource open architecture,Household Goods,Cleaning Supply,686.0,704.0,High,Low,Medium,Coir Fiber,
P002841,Tata Salt 1kg,Food,Snack,73.0,97.0,Low,Low,Low,Recycled Paper,
P002842,Nestle Milkmaid,Food,Snack,46.0,144.0,Low,Low,Low,Cotton Fiber,
P002843,Synchronized executive database,Household Goods,Cleaning Supply,760.0,1189.0,High,Low,Medium,Kraft Paper,
P002844,Nestle Milkmaid,Food,Snack,59.0,115.0,Low,Low,Low,Sugarcane Bagasse,
P002845,Operative heuristic emulation,Household Goods,Cleaning Supply,824.0,745.0,High,Low,Medium,Palm Fiber,
P002846,Fortune Soya Oil 1L,Food,Snack,45.0,94.0,Low,Low,Low,Wheat Straw,
P002847,Fortune Soya Oil 1L,Food,Snack,60.0,133.0,Low,Low,Low,Notpla (Seaweed-based),
P002848,Nesthe Milkmaid,Food,Dairy,946.0,1168.0,Low,High,Low,Seaweed Film,
P002849,Visionary 24hour interface,Household Goods,Cleaning Supply,942.0,1278.0,Low,Low,Medium,PVC Plastic,
P002850,Tata Salt 1kg,Food,Canned Food,408.0,347.0,Medium,Medium,Low,Palm Fiber,
P002851,Right-sized background ability,Household Goods,Cleaning Supply,862.0,1245.0,Low,Low,Medium,PVC Plastic,
P002852,Operative static orchestration,Pharmaceuticals,Liquid Medicine,257.0,399.0,High,High,Medium,Aluminum Foil,
P002853,Operative mission-critical groupware,Pharmaceuticals,OTC Medicine,196.0,122.0,High,Medium,Medium,Greaseproof Paper,
P002854,Cross-group 24hour protocol,Household Goods,Cleaning Supply,1157.0,1101.0,Low,Low,Medium,Kraft Paper,
P002855,Dove Body Lotion 250ml,Cosmetics,Haircare,490.0,631.0,Medium,Medium,Low,PP Plastic,
P002856,Kissan Mixed Fruit Jam,Food,Dairy,1014.0,1059.0,Low,High,Low,PHBV Bioplastic,
P002857,Multi-lateral mission-critical collaboration,Household Goods,Cleaning Supply,889.0,734.0,High,Low,Medium,LDPE Plastic,
P002858,Xiaomi Mi Power Bank 20000mAh,Electronics,Charger,287.0,478.0,Medium,Medium,Low,EVOH Film,
P002859,Mulhi-layered encompassing monitoring,Pharmaceuticals,OTC Medicine,108.0,241.0,High,Medium,Medium,Hemp Fiber,
P002860,Dell Inspiron 15,Electronics,Charger,236.0,403.0,Medium,Medium,Low,Recycled Paper,
P002861,User-centric modulan application,Household Goods,Cleaning Supply,1118.0,951.0,Low,Low,Medium,PHA Bioplastic,
P002862,Dell Inspiron 15,Electronics,Audio Device,411.0,881.0,Medium,Low,Low,Bamboo Pulp,
P002863,Multi-channeled grid-enabled migration,Household Goods,Cleaning Supply,832.0,984.0,High,Low,Medium,PS Plastic,
P002864,Aashirvaad Atta 5kg,Food,Snack,72.0,92.0,Low,Low,Low,PS Plastic,
P002865,Dell Inspiron 15,Electronics,Charger,276.0,337.0,Medium,Medium,Low,Seaweed Film,
P002866,Switchable fresh-thinking neural-net,Apparel,Topwear,216.0,,Low,Low,Low,Hemp Fiber,
P002867,Amul Butter 500g,Food,Canned Food,413.0,430.0,Medium,Medium,Low,Greaseproof Paper,
P002868,Fortune Soya Oil 1L,Food,Dairy,1019.0,1099.0,Low,High,Low,Wheat Straw,
P002869,Monitored radical function,Household Goods,Cleaning Supply,865.0,784.0,High,Low,Medium,Coconut Husk Fiber,
P002870,Nestle Milkmaid,Food,Snack,40.0,99.0,Low,Low,Low,HDPE Plastic,
P002871,Fortune Soya Oil 1L,Food,Canned Food,442.0,384.0,Medium,Medium,Low,Paperboard,
P002872,Balanced national access,Apparel,Bottomwear,946.0,2614.0,Low,Low,Low,Aluminum Foil,
P002873,Logitech MX Master 3 Mouse,Electronics,Charger,327.0,353.0,Medium,Medium,Low,Corrugated Paper,
P002874,Xiaomi Mi Power Bank 20000mAh,Electronics,Mobile Device,181.0,164.0,High,Medium,Low,Glass (Borosilicate),
P002875,Tata Salt 1kg,Food,Snack,51.0,145.0,Low,Low,Low,Tinplate,
P002876,Multi-layered foreground data-warehouse,Pharmaceuticals,OTC Medicine,179.0,139.0,High,Medium,Medium,Newsprint,
P002877,Maybelline Mascara,Cosmetics,Haircare,514.0,671.0,Medium,Medium,Low,PS Plastic,
P002878,Implemented intermediate migration,Household Goods,Cleaning Supply,837.0,1165.0,High,Low,Medium,Tinplate,
P002879,Dell Inspiron 15,Electronics,Charger,235.0,592.0,Medium,Medium,Low,Notpla (Seaweed-based),
P002880,Maggi Noodles Pack,Food,Dairy,1075.0,1138.0,Low,High,Low,Mushroom Packaging,
P002881,Proactive empowering emulation,Household Goods,Cleaning Supply,840.0,772.0,High,Low,Medium,Rice Husk Composite,
P002882,Aashirvaad Atta 5kg,Food,Canned Food,389.0,414.0,Medium,Medium,Low,Corrugated Paper,
P002883,Cloned reciprocal knowledgebase,Apparel,Topwear,245.0,2473.0,Low,Low,Low,Glass (Soda-lime),
P002884,Cross-platform full-range matrix,Household Goods,Cleaning Supply,638.0,793.0,High,Low,Medium,PHA Bioplastic,
P002885,Fully-configurable solution-oriented complexity,Household Goods,Cleaning Supply,1011.0,1067.0,Low,Low,Medium,Paperboard,
P002886,Networked 6thgeneration application,Household Goods,Cleaning Supply,672.0,937.0,High,Low,Medium,Palm Fiber,
P002887,Polarized modular moratorium,Pharmaceuticals,OTC Medicine,151.0,235.0,High,Medium,Medium,PBAT Bioplastic,
P002888,Dell Inspiron 15,Electronics,Audio Device,663.0,865.0,Medium,Low,Low,Cotton Fiber,
P002889,Canon EOS 1500D DSLR,Electronics,Charger,0.0,316.0,Medium,Medium,Low,Paperboard,
P002890,Dove Body Lotion 250ml,Cosmetics,Haircare,501.0,423.0,Medium,Medium,Low,PHBV Bioplastic,
P002891,Canyn EOS 1500D DSLR,Electronics,Charger,228.0,491.0,Medium,Medium,Low,Edible Films,
P002892,Tata Salt 1kg,Food,Dairy,1069.0,1164.0,Low,High,Low,Hemp Fiber,
P002893,Public-key bi-directional conglomeration,Apparel,Bottomwear,,2487.0,Low,Low,Low,PVC Plastic,
P002894,Dove Bvdy Lotion 250ml,Cosmetics,Haircare,442.0,689.0,Medium,Medium,Low,Edible Films,
P002895,Kissan Mixed Fruit Jam,Food,Dairy,1089.0,1194.0,Low,High,Low,Newsprint,
P002896,Profit-focused scalable orchestration,Apparel,Topwear,186.0,1698.0,Low,Low,Low,Newsprint,
