product_id,product_name,product_category_x,product_weight_kg,fragility_level,required_strength_score,preferred_biodegradability_score,max_packaging_cost_inr,temperature_sensitive,material_id,material_name,strength_score,weight_capacity_kg,biodegradability_score,co2_emission_kg,recyclability_percent,cost_per_unit_inr,product_category_y,used_for_products,target_cost_inr,target_co2_kg
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M050,Bio-resin composite,7,8,8,2.7,65,130,Industrial,Protective shells,135.5,2.975
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M051,PET plastic,7,6,2,3.8,85,70,Beverage,Bottles,75.5,4.075
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M052,Recycled PET (rPET),7,6,3,2.9,90,78,Beverage,Bottles,83.5,3.175
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M053,HDPE plastic,8,9,2,3.4,88,82,Pharma,Containers,87.5,3.675
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M054,Recycled HDPE,8,9,3,2.8,90,85,Pharma,Containers,90.5,3.0749999999999997
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M055,LDPE plastic,6,5,1,3.6,70,65,Retail,Bags,70.5,3.875
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M056,Recycled LDPE,6,5,2,3.0,75,70,Retail,Bags,75.5,3.275
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M057,PP plastic,7,7,2,3.2,80,78,Food,Food tubs,83.5,3.475
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M058,Recycled PP,7,7,3,2.7,85,82,Food,Containers,87.5,2.975
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M059,PS plastic,6,6,1,4.1,60,72,Food,Cups,77.5,4.375
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M060,EPS foam,8,10,1,4.9,35,90,Electronics,Cushioning,95.5,5.175000000000001
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M061,EPP foam,8,12,1,4.2,45,115,Automotive,Parts,120.5,4.4750000000000005
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M062,PVC plastic,7,8,1,4.5,55,85,Industrial,Pipes,90.5,4.775
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M063,Bio-PET,7,6,3,3.1,85,88,Beverage,Bottles,93.5,3.375
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M064,Oxo-degradable plastic,6,5,2,4.0,50,75,Retail,Bags,80.5,4.275
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M065,Multilayer plastic film,6,5,1,4.8,40,90,Food,Snack packs,95.5,5.075
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M066,PE stretch film,6,6,1,3.9,60,80,Logistics,Wrapping,85.5,4.175
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M067,Blown PE film,6,6,1,3.7,65,78,Retail,Wraps,83.5,3.975
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M068,Injection molded PP,8,9,2,3.3,80,95,Industrial,Crates,100.5,3.5749999999999997
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M069,Thermoformed PET,7,6,2,3.6,85,88,Food,Trays,93.5,3.875
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M070,PE foam,7,8,1,4.0,55,100,Electronics,Cushioning,105.5,4.275
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M071,EVOH barrier film,6,5,1,4.2,50,120,Food,Vacuum packs,125.5,4.4750000000000005
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M072,Nylon (PA) film,7,7,1,4.6,60,110,Food,Sealed packs,115.5,4.875
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M073,Polycarbonate,9,15,1,5.2,75,180,Industrial,Protective cases,185.5,5.4750000000000005
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M074,ABS plastic,8,12,1,4.8,70,160,Industrial,Housings,165.5,5.075
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M075,Acetal (POM),8,10,1,4.4,65,155,Industrial,Precision parts,160.5,4.675000000000001
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M076,Soda-lime glass,9,20,1,5.2,100,140,Cosmetics,Bottles,145.5,5.4750000000000005
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M077,Flint glass,9,18,1,5.0,100,150,Food,Jars,155.5,5.275
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M078,Amber glass,9,18,1,5.1,100,145,Pharma,Medicine bottles,150.5,5.375
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M079,Borosilicate glass,9,22,1,5.8,100,165,Pharma,Lab containers,170.5,6.075
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M080,Tempered glass,10,25,1,6.0,100,180,Electronics,Protective panels,185.5,6.275
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M081,Aluminum can alloy,9,12,2,4.8,95,120,Beverage,Cans,125.5,5.075
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M082,Aluminum foil,6,5,2,4.5,95,90,Food,Wrapping,95.5,4.775
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M083,Recycled aluminum,9,12,2,3.5,98,110,Beverage,Cans,115.5,3.775
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M084,Tinplate steel,10,25,1,6.2,92,160,Food,Cans,165.5,6.4750000000000005
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M085,Chromium coated steel,10,28,1,6.5,90,170,Food,Containers,175.5,6.775
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M086,Stainless steel 304,10,30,1,6.8,85,220,Industrial,Drums,225.5,7.075
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M087,Stainless steel 316,10,32,1,7.0,85,240,Medical,Containers,245.5,7.275
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M088,Galvanized steel,10,35,1,6.6,88,200,Industrial,Crates,205.5,6.875
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M089,Cold rolled steel,10,40,1,7.2,85,210,Industrial,Heavy crates,215.5,7.4750000000000005
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M090,Recycled steel,10,38,1,5.5,92,190,Industrial,Containers,195.5,5.775
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M091,Copper packaging foil,8,10,1,5.9,90,230,Food,Special wraps,235.5,6.175000000000001
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M092,Brass containers,9,18,1,6.4,88,260,Decor,Gift boxes,265.5,6.675000000000001
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M093,Lightweight aluminum sheet,8,10,2,4.2,95,115,Electronics,Casings,120.5,4.4750000000000005
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M094,Heavy gauge aluminum,9,20,2,5.1,95,140,Industrial,Panels,145.5,5.375
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M095,Metalized paper,6,6,5,3.5,70,85,Food,Snack packs,90.5,3.775
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M096,Aluminum composite panel,9,25,1,6.3,80,210,Construction,Panels,215.5,6.575
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M097,Steel drums,10,50,1,7.5,85,300,Chemical,Barrels,305.5,7.775
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M098,Metal closures,8,5,1,4.9,90,60,Beverage,Bottle caps,65.5,5.175000000000001
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M099,Aerosol aluminum cans,9,12,2,5.0,95,130,Cosmetics,Spray cans,135.5,5.275
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M100,Food-grade steel cans,10,30,1,6.6,92,175,Food,Canned goods,180.5,6.875
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M101,Medical-grade Tyvek,6,5,2,3.8,85,140,Pharma,Sterile pouches,145.5,4.075
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M102,Blister aluminum foil,7,4,1,4.6,95,120,Pharma,Tablet blisters,125.5,4.875
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M103,PVC/PVDC blister film,6,4,1,4.9,60,110,Pharma,Medicine packs,115.5,5.175000000000001
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M104,Sterile paper pouches,5,4,7,2.1,75,95,Medical,Surgical tools,100.5,2.375
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M105,HDPE medical bottles,8,8,2,3.3,88,90,Pharma,Liquid medicine bottles,95.5,3.5749999999999997
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M106,Vacuum insulated panels,9,20,1,6.9,50,260,Cold Chain,Thermal containers,265.5,7.175000000000001
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M107,Gel-based cold packs,6,6,1,4.8,40,180,Cold Chain,Vaccine shipping,185.5,5.075
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M108,Reflective thermal liners,5,5,3,3.9,60,120,Cold Chain,Food delivery bags,125.5,4.175
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M109,Insulated paper liners,6,7,8,2.0,75,95,Cold Chain,Fresh food boxes,100.5,2.275
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M110,Recyclable EPS alternative foam,7,9,6,3.2,70,130,Cold Chain,Insulated packaging,135.5,3.475
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M111,Paper bubble wrap,6,6,9,1.6,85,85,E-commerce,Protective wrapping,90.5,1.875
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M112,Corrugated mailers,7,10,9,1.8,90,75,E-commerce,Book shipping,80.5,2.075
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M113,Rigid paper mailer envelopes,6,7,9,1.7,88,70,E-commerce,Document shipping,75.5,1.975
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M114,Tamper-evident paper seals,4,2,9,1.2,80,40,E-commerce,Secure packaging,45.5,1.475
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M115,Inflatable paper air pillows,5,4,9,1.4,78,60,E-commerce,Void fill,65.5,1.6749999999999998
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M116,Grease-resistant molded fiber,6,6,9,1.5,80,70,Food,Burger boxes,75.5,1.775
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M117,Barrier-coated paper trays,6,6,8,2.3,72,85,Food,Meal trays,90.5,2.5749999999999997
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M118,Compostable takeaway clamshells,5,5,10,1.2,75,90,Food,Takeaway meals,95.5,1.475
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M119,Modified atmosphere packaging film,6,5,2,4.4,55,140,Food,Fresh produce,145.5,4.675000000000001
P082,Bread Loaves,Food,0.55,Low,4,8,55,No,M120,Fiber-reinforced paperboard,8,14,9,2.2,85,110,Industrial,Heavy cartons,115.5,2.475
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M001,Single-wall corrugated cardboard,8,15,9,1.6,92,55,Electronics,Shipping boxes,61.0,1.9000000000000001
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M002,Double-wall corrugated cardboard,9,20,8,2.0,90,75,Electronics,Heavy-duty boxes,81.0,2.3
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M003,Triple-wall corrugated cardboard,10,30,7,2.5,88,95,Industrial,Machinery packaging,101.0,2.8
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M004,Kraft linerboard,7,12,9,1.5,90,50,Food,Outer cartons,56.0,1.8
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M005,Test linerboard,7,10,8,1.8,85,48,Retail,Packaging cartons,54.0,2.1
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M006,Solid bleached sulfate (SBS),7,10,6,2.6,82,75,Cosmetics,Premium boxes,81.0,2.9
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M007,Solid unbleached board (SUB),8,12,7,2.2,85,70,Food,Dry food boxes,76.0,2.5
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M008,Folding boxboard (FBB),7,9,8,2.0,88,65,Pharma,Medicine cartons,71.0,2.3
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M009,Chipboard,6,8,7,2.4,80,40,Retail,Cereal boxes,46.0,2.6999999999999997
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M010,Thick-wall molded pulp,6,8,10,1.2,88,45,Electronics,Protective trays,51.0,1.5
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M011,Thin-wall molded pulp,5,6,10,1.0,90,42,Electronics,Insert trays,48.0,1.3
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M012,Cellulose acetate film,4,2,8,1.5,60,85,Food,Wrappers,91.0,1.8
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M013,Glassine paper,4,3,7,1.7,65,38,Food,Bakery wraps,44.0,2.0
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M014,Wax-coated paper,4,3,6,2.2,55,40,Food,Greaseproof wraps,46.0,2.5
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M015,Greaseproof paper,4,3,7,1.9,60,42,Food,Fast food wraps,48.0,2.1999999999999997
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M016,Jute fiber sheet,7,12,9,1.7,80,95,Agriculture,Produce sacks,101.0,2.0
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M017,Cotton textile wrap,6,8,8,2.1,75,105,Retail,Reusable bags,111.0,2.4
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M018,Hemp fiber paper,6,7,9,1.4,78,90,Retail,Eco bags,96.0,1.7
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M019,Kenaf fiber board,7,10,9,1.6,80,88,Industrial,Boards,94.0,1.9000000000000001
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M020,Rice husk fiber board,6,9,8,1.8,75,85,Food,Food boxes,91.0,2.1
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M021,Wheat straw pulp board,6,8,9,1.5,78,82,Food,Takeaway boxes,88.0,1.8
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M022,Banana fiber paper,5,6,9,1.3,80,80,Retail,Paper bags,86.0,1.6
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M023,Areca leaf plates,5,4,10,1.1,70,65,Food,Disposable plates,71.0,1.4000000000000001
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M024,Paper foam,5,5,9,1.2,85,70,Electronics,Cushioning,76.0,1.5
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M025,Honeycomb paperboard,8,18,9,1.8,90,90,Industrial,Pallets,96.0,2.1
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M026,PLA bioplastic,5,3,8,2.9,60,95,Food,Containers,101.0,3.1999999999999997
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M027,PHA bioplastic,5,3,9,2.4,65,110,Food,Compostable packs,116.0,2.6999999999999997
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M028,PBS bioplastic,5,3,8,2.7,62,100,Food,Flexible packaging,106.0,3.0
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M029,Starch-based bioplastic,5,3,8,2.6,65,90,Food,Carry bags,96.0,2.9
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M030,Sugarcane bagasse pulp,5,4,10,1.1,75,60,Food,Plates,66.0,1.4000000000000001
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M031,Bamboo molded pulp,6,6,10,1.3,70,85,Home,Containers,91.0,1.6
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M032,Mushroom mycelium packaging,5,5,10,0.9,100,110,Electronics,Protective packaging,116.0,1.2
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M033,Palm leaf packaging,5,4,10,1.2,70,70,Food,Disposable bowls,76.0,1.5
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M034,Seaweed film,4,2,9,1.4,55,120,Food,Edible wraps,126.0,1.7
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M035,Cellulose bioplastic,4,2,9,1.6,60,100,Food,Films,106.0,1.9000000000000001
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M036,Chitosan biopolymer film,4,2,9,1.8,55,130,Food,Antimicrobial wraps,136.0,2.1
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M037,Algae-based packaging,4,3,9,1.5,60,125,Food,Eco wraps,131.0,1.8
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M038,Corn husk fiber,5,4,9,1.4,70,85,Food,Food trays,91.0,1.7
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M039,Coconut coir fiber,6,7,9,1.6,75,90,Agriculture,Sacks,96.0,1.9000000000000001
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M040,Wood wool packaging,6,6,9,1.5,80,80,Electronics,Cushioning,86.0,1.8
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M041,Bio-coated paper,6,7,8,2.1,70,75,Food,Liquid cartons,81.0,2.4
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M042,Compostable multilayer film,4,3,8,2.5,55,115,Food,Flexible packs,121.0,2.8
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M043,Natural latex packaging,5,4,8,2.3,65,105,Medical,Gloves,111.0,2.5999999999999996
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M044,Paper-laminated bioplastic,5,4,7,2.8,60,98,Food,Pouches,104.0,3.0999999999999996
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M045,Starch biodegradable foam,6,6,9,1.9,70,90,Electronics,Cushioning,96.0,2.1999999999999997
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M046,PLA-coated paperboard,6,6,8,2.4,75,88,Food,Cups,94.0,2.6999999999999997
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M047,PHA-coated paperboard,6,6,9,2.2,78,92,Food,Takeaway boxes,98.0,2.5
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M048,Bio-based barrier film,4,3,8,2.6,58,120,Food,Sealed packs,126.0,2.9
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M049,Compostable shrink wrap,4,3,7,2.9,55,110,Retail,Wrapping,116.0,3.1999999999999997
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M050,Bio-resin composite,7,8,8,2.7,65,130,Industrial,Protective shells,136.0,3.0
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M051,PET plastic,7,6,2,3.8,85,70,Beverage,Bottles,76.0,4.1
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M052,Recycled PET (rPET),7,6,3,2.9,90,78,Beverage,Bottles,84.0,3.1999999999999997
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M053,HDPE plastic,8,9,2,3.4,88,82,Pharma,Containers,88.0,3.6999999999999997
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M054,Recycled HDPE,8,9,3,2.8,90,85,Pharma,Containers,91.0,3.0999999999999996
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M055,LDPE plastic,6,5,1,3.6,70,65,Retail,Bags,71.0,3.9
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M056,Recycled LDPE,6,5,2,3.0,75,70,Retail,Bags,76.0,3.3
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M057,PP plastic,7,7,2,3.2,80,78,Food,Food tubs,84.0,3.5
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M058,Recycled PP,7,7,3,2.7,85,82,Food,Containers,88.0,3.0
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M059,PS plastic,6,6,1,4.1,60,72,Food,Cups,78.0,4.3999999999999995
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M060,EPS foam,8,10,1,4.9,35,90,Electronics,Cushioning,96.0,5.2
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M061,EPP foam,8,12,1,4.2,45,115,Automotive,Parts,121.0,4.5
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M062,PVC plastic,7,8,1,4.5,55,85,Industrial,Pipes,91.0,4.8
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M063,Bio-PET,7,6,3,3.1,85,88,Beverage,Bottles,94.0,3.4
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M064,Oxo-degradable plastic,6,5,2,4.0,50,75,Retail,Bags,81.0,4.3
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M065,Multilayer plastic film,6,5,1,4.8,40,90,Food,Snack packs,96.0,5.1
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M066,PE stretch film,6,6,1,3.9,60,80,Logistics,Wrapping,86.0,4.2
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M067,Blown PE film,6,6,1,3.7,65,78,Retail,Wraps,84.0,4.0
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M068,Injection molded PP,8,9,2,3.3,80,95,Industrial,Crates,101.0,3.5999999999999996
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M069,Thermoformed PET,7,6,2,3.6,85,88,Food,Trays,94.0,3.9
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M070,PE foam,7,8,1,4.0,55,100,Electronics,Cushioning,106.0,4.3
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M071,EVOH barrier film,6,5,1,4.2,50,120,Food,Vacuum packs,126.0,4.5
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M072,Nylon (PA) film,7,7,1,4.6,60,110,Food,Sealed packs,116.0,4.8999999999999995
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M073,Polycarbonate,9,15,1,5.2,75,180,Industrial,Protective cases,186.0,5.5
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M074,ABS plastic,8,12,1,4.8,70,160,Industrial,Housings,166.0,5.1
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M075,Acetal (POM),8,10,1,4.4,65,155,Industrial,Precision parts,161.0,4.7
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M076,Soda-lime glass,9,20,1,5.2,100,140,Cosmetics,Bottles,146.0,5.5
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M077,Flint glass,9,18,1,5.0,100,150,Food,Jars,156.0,5.3
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M078,Amber glass,9,18,1,5.1,100,145,Pharma,Medicine bottles,151.0,5.3999999999999995
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M079,Borosilicate glass,9,22,1,5.8,100,165,Pharma,Lab containers,171.0,6.1
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M080,Tempered glass,10,25,1,6.0,100,180,Electronics,Protective panels,186.0,6.3
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M081,Aluminum can alloy,9,12,2,4.8,95,120,Beverage,Cans,126.0,5.1
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M082,Aluminum foil,6,5,2,4.5,95,90,Food,Wrapping,96.0,4.8
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M083,Recycled aluminum,9,12,2,3.5,98,110,Beverage,Cans,116.0,3.8
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M084,Tinplate steel,10,25,1,6.2,92,160,Food,Cans,166.0,6.5
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M085,Chromium coated steel,10,28,1,6.5,90,170,Food,Containers,176.0,6.8
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M086,Stainless steel 304,10,30,1,6.8,85,220,Industrial,Drums,226.0,7.1
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M087,Stainless steel 316,10,32,1,7.0,85,240,Medical,Containers,246.0,7.3
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M088,Galvanized steel,10,35,1,6.6,88,200,Industrial,Crates,206.0,6.8999999999999995
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M089,Cold rolled steel,10,40,1,7.2,85,210,Industrial,Heavy crates,216.0,7.5
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M090,Recycled steel,10,38,1,5.5,92,190,Industrial,Containers,196.0,5.8
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M091,Copper packaging foil,8,10,1,5.9,90,230,Food,Special wraps,236.0,6.2
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M092,Brass containers,9,18,1,6.4,88,260,Decor,Gift boxes,266.0,6.7
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M093,Lightweight aluminum sheet,8,10,2,4.2,95,115,Electronics,Casings,121.0,4.5
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M094,Heavy gauge aluminum,9,20,2,5.1,95,140,Industrial,Panels,146.0,5.3999999999999995
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M095,Metalized paper,6,6,5,3.5,70,85,Food,Snack packs,91.0,3.8
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M096,Aluminum composite panel,9,25,1,6.3,80,210,Construction,Panels,216.0,6.6
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M097,Steel drums,10,50,1,7.5,85,300,Chemical,Barrels,306.0,7.8
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M098,Metal closures,8,5,1,4.9,90,60,Beverage,Bottle caps,66.0,5.2
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M099,Aerosol aluminum cans,9,12,2,5.0,95,130,Cosmetics,Spray cans,136.0,5.3
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M100,Food-grade steel cans,10,30,1,6.6,92,175,Food,Canned goods,181.0,6.8999999999999995
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M101,Medical-grade Tyvek,6,5,2,3.8,85,140,Pharma,Sterile pouches,146.0,4.1
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M102,Blister aluminum foil,7,4,1,4.6,95,120,Pharma,Tablet blisters,126.0,4.8999999999999995
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M103,PVC/PVDC blister film,6,4,1,4.9,60,110,Pharma,Medicine packs,116.0,5.2
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M104,Sterile paper pouches,5,4,7,2.1,75,95,Medical,Surgical tools,101.0,2.4
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M105,HDPE medical bottles,8,8,2,3.3,88,90,Pharma,Liquid medicine bottles,96.0,3.5999999999999996
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M106,Vacuum insulated panels,9,20,1,6.9,50,260,Cold Chain,Thermal containers,266.0,7.2
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M107,Gel-based cold packs,6,6,1,4.8,40,180,Cold Chain,Vaccine shipping,186.0,5.1
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M108,Reflective thermal liners,5,5,3,3.9,60,120,Cold Chain,Food delivery bags,126.0,4.2
P083,Packaged Salad,Food,0.6,Medium,5,9,95,Yes,M109,Insulated paper liners,6,7,8,2.0,75,95,Cold Chain,Fresh food boxes,101.0,2.3
